x_m,y_m,psi_rad,vx_mps,vy_mps,r_radps
-0.288207835091682,12.253113699411868,-1.2128599,3.9277398,0,0.9407408149776
-0.38570829588778255,12.231319156970054,-1.1888835,3.9476781,0,0.9492365689286401
-0.48267592519356173,12.207183501004097,-1.164792,3.9661941,0,0.9588179048091601
-0.5790196957582807,12.180716134153148,-1.1405689,3.9832254,0,0.9686766018005999
-0.6746963546940952,12.15191416026576,-1.1161863,3.998791,0,0.979151961842
-0.7696399915461264,12.120780057635208,-1.0916282,4.0128741,0,0.9901313386976701
-0.8637864181171225,12.087314946678244,-1.0668742,4.0254687,0,1.00140981029595
-0.957073004085517,12.051519677583272,-1.0419067,4.0365887,0,1.0131700392984202
-1.049431960331381,12.013396444711116,-1.01671,4.0462283,0,1.025192864371
-1.1407988169699543,11.97294622476998,-0.991267,4.0414736,0,1.03423613063952
-1.23109828415969,11.930175337550986,-0.9655866,4.0335378,0,1.04118961628118
-1.3202671188826776,11.885088687203966,-0.9396896,4.0258574,0,1.0458694422312
-1.4082358986534615,11.837703290441679,-0.9136997,4.0181696,0,1.04651298510592
-1.4949408222723806,11.788045812352198,-0.887652,4.0103389,0,1.0461558540468299
-1.5803236498158513,11.736144264206482,-0.8615626,4.0022539,0,1.0459730477494003
-1.6643209240263772,11.682031734619963,-0.8354196,3.9939225,0,1.0462327611945
-1.746873492168066,11.625738928703562,-0.8092074,3.9853808,0,1.04701174464848
-1.8279199940760837,11.567298442932106,-0.7829121,3.9766734,0,1.04838671280294
-1.9073988362141705,11.50674374873059,-0.7565183,3.9678547,0,1.05024431840454
-1.9852485538107996,11.444108134713604,-0.7300098,3.9589889,0,1.05277512008578
-2.061406112759593,11.379426573891209,-0.7033701,3.950192,0,1.0559866564768
-2.1358093745777262,11.312733466684223,-0.6765803,3.941543,0,1.0599589552514
-2.208393166719363,11.244065890164663,-0.6496217,3.9331305,0,1.0647621430641
-2.2790931881041776,11.173459839485938,-0.622472,3.9250571,0,1.07050594324844
-2.347842642805814,11.100953764540403,-0.595109,3.9174431,0,1.0773321094879
-2.414573973768676,11.026585797915686,-0.5675065,3.9104086,0,1.08519860679244
-2.479216802572188,10.950396679861138,-0.5396361,3.9041271,0,1.0945923067728
-2.5417000046103446,10.872426734444273,-0.5114687,3.8987648,0,1.10538286449024
-2.60195053178066,10.792716298431483,-0.4829663,3.8945076,0,1.11771316602948
-2.6598873398682468,10.711315119337614,-0.4540959,3.8916214,0,1.13229915762548
-2.7154359504199648,10.628260283683371,-0.4248212,3.8900969,0,1.14638627080015
-2.7685150699004493,10.54360787284808,-0.3952395,3.8896111,0,1.15692787038955
-2.819056425659693,10.45742149858586,-0.3655595,3.8891253,0,1.1472316820578499
-2.867042163158441,10.36977178578912,-0.3363215,3.8896228,0,1.12838968729928
-2.912461309314955,10.280784203543599,-0.3076435,3.8919875,0,1.10526256739875
-2.9553395765323627,10.190538894174733,-0.2795597,3.8965905,0,1.0846323313550998
-2.9956980140406704,10.099120756563051,-0.2520033,3.9031152,0,1.0661472359140798
-3.0335318197148444,10.006668632127434,-0.2249375,3.9112901,0,1.05135008533188
-3.0688797481204775,9.913206481327924,-0.1982865,3.920699,0,1.0383520421114998
-3.1017397799319824,9.818847372030534,-0.1719865,3.9311271,0,1.02826373620887
-3.132113512461037,9.723689141542028,-0.1459912,3.9422559,0,1.02169199074437
-3.1600329443302675,9.627708105729534,-0.120191,3.953716,0,1.0165450605908
-3.1854525742425226,9.53113171903235,-0.0945703,3.965358,0,1.014869934372
-3.2084059356107,9.433890006882102,-0.0690325,3.9764764,0,1.01789405474796
-3.2288743273588487,9.33604112768109,-0.0433593,3.9646623,0,1.02157294897608
-3.246795750187704,9.237792545973008,-0.0174036,3.954219,0,1.0383150373179
-3.262147230198462,9.139015887071986,0.0091299,3.9454044,0,1.05718570697628
-3.274842601970463,9.039919918816256,0.0361027,3.9377707,0,1.07122956611972
-3.284841232976449,8.940506489915848,0.0634787,3.9312156,0,1.0839414974980799
-3.2921002483464,8.840806338385027,0.0912251,3.9258211,0,1.0971394082642498
-3.296570984257271,8.741018324984944,0.1192737,3.9212231,0,1.10646014881782
-3.298227440586986,8.641094323904934,0.1476209,3.9174594,0,1.11591534055986
-3.2970396294251705,8.541179888211717,0.1761935,3.9144042,0,1.12390608254652
-3.292986097320371,8.44133599666734,0.2049853,3.9118997,0,1.13015329998958
-3.2860522337131126,8.341655306336033,0.2339445,3.9099998,0,1.13676440785348
-3.2762262753429665,8.242208958174384,0.2630469,3.9084239,0,1.1404702771722
-3.2635054517401145,8.143096253212077,0.2922719,3.9072007,0,1.14436008629943
-3.2478921385342256,8.0444132248099,0.3215744,3.9062657,0,1.1475190652150902
-3.2293828346175792,7.94619575265911,0.3509669,3.9054807,0,1.14925213640655
-3.2080051508261875,7.848617816476152,0.3803957,3.9049036,0,1.15150218397032
-3.183749585274549,7.7516599780468125,0.4098791,3.9044018,0,1.152403713279
-3.156650624895856,7.655480164384099,0.4393899,3.9039142,0,1.152689226263
-3.126739458899705,7.560182505614323,0.4688754,3.9034266,0,1.1522193189279
