# s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
31.273921,1.8492697,-5.0335307,1.3070962,0.1388774,3.4368768,-2.8535135
31.3738376,1.7527725,-5.0080934,1.3180311,0.0803882,3.3528935,-3.5992653
31.4737543,1.6558541,-4.9833741,1.3231043,0.0203158,3.2438621,-4.1222098
31.573671,1.5588345,-4.9588371,1.3220585,-0.0402019,3.1143035,-3.5840911
31.6735877,1.4624654,-4.9340499,1.314981,-0.103214,2.9971095,-3.1525954
31.7735044,1.3654156,-4.9080256,1.3016493,-0.1625642,2.8900989,-2.7626726
31.873421,1.2695047,-4.8806205,1.2822621,-0.2239672,2.792955,-2.4327957
31.9733377,1.1741533,-4.8510557,1.2570111,-0.2838695,2.7045228,-2.1730026
32.0732544,1.0791239,-4.8186083,1.2256201,-0.3394663,2.6230145,-1.9325202
32.1731711,0.9859567,-4.7832103,1.1887936,-0.3966104,2.5483374,-1.7292738
32.2730878,0.8943472,-4.7441993,1.1467194,-0.4518877,2.4796082,-1.5888352
32.3730044,0.8036015,-4.7006267,1.0988023,-0.5005104,2.4147369,-1.4674426
32.4729211,0.7155603,-4.6527548,1.0459521,-0.5488693,2.353234,-1.3880338
32.5728378,0.63055,-4.6002697,0.9886313,-0.5928409,2.293542,-1.3816632
32.6727545,0.5488171,-4.5428591,0.9277749,-0.6160786,2.2325395,-1.3606498
32.7726712,0.470537,-4.480432,0.8686125,-0.5380795,2.17079,-1.6983151
32.8725878,0.3962826,-4.4147486,0.8320211,-0.0621892,2.0911598,-3.2732216
32.9725045,0.3233905,-4.3483073,0.8245795,-0.3311311,1.9284321,-1.6734325
33.0724212,0.2519845,-4.278858,0.7656264,-0.8364148,1.8396855,-0.9442386
33.1723379,0.1859527,-4.2032931,0.6660966,-1.1139023,1.7876668,-0.5901514
33.2722546,0.12889,-4.1212248,0.5464024,-1.2715803,1.7543718,-0.2502389
33.3721712,0.0827566,-4.0327567,0.4126162,-1.4048238,1.7400616,-0.0037838
33.4720879,0.0493712,-3.9386217,0.2673006,-1.4865918,1.7398443,-0.0037838
33.5720046,0.0300476,-3.8405972,0.1233218,-1.3992639,1.739627,0.2616218
33.6719213,0.0245155,-3.7408089,-0.0107872,-1.2926823,1.7545891,0.5165221
33.771838,0.0318509,-3.641318,-0.1349024,-1.2022591,1.7837604,0.6706732
33.8717547,0.0510489,-3.5433724,-0.2508507,-1.1235092,1.8209405,0.7704962
33.9716713,0.0811206,-3.4481307,-0.3595894,-1.0529487,1.8627386,0.8421467
34.071588,0.1210677,-3.3565265,-0.4617489,-0.9887307,1.9073762,0.898367
34.1715047,0.169894,-3.2692908,-0.5578006,-0.9298253,1.9538699,0.9455197
34.2714214,0.2266196,-3.1869776,-0.6481294,-0.8753868,2.0016378,0.9877074
34.3713381,0.2902976,-3.1099798,-0.7330471,-0.8242676,2.050349,1.0295809
34.4712547,0.3600333,-3.0385387,-0.8127889,-0.7749807,2.0999227,1.0770744
34.5711714,0.435107,-2.9726643,-0.8874856,-0.7227427,2.1505606,1.1515981
34.6710881,0.5148492,-2.9122837,-0.956994,-0.6675502,2.2034152,1.252949
34.7710048,0.5983949,-2.8573648,-1.0203027,-0.5944032,2.2595176,1.4589405
34.8709215,0.6850202,-2.80753,-1.0759684,-0.5201467,2.3231368,1.6860404
34.9708381,0.7739771,-2.7622646,-1.1219144,-0.3843367,2.3945546,2.2890878
35.0707548,0.8645279,-2.7205423,-1.1541486,-0.2568611,2.4882379,2.9019496
35.1706715,0.9564217,-2.6813115,-1.1810123,-0.2816152,2.6021595,2.5846536
35.2705882,1.0493832,-2.6447032,-1.2107498,-0.3100948,2.6995804,2.2310022
35.3705049,1.1432249,-2.6110815,-1.2432358,-0.3377573,2.7809284,1.878266
35.4704215,1.2380166,-2.5806606,-1.2774448,-0.3481223,2.8476136,1.6669738
35.5703382,1.333883,-2.5535122,-1.3122052,-0.3480992,2.9055155,1.5507868
35.6702549,1.4308917,-2.5296423,-1.3467227,-0.3405094,2.9583642,1.5089494
35.7701716,1.5290334,-2.5090144,-1.3803495,-0.3285806,3.0088964,1.5138925
35.8700883,1.6276824,-2.4916465,-1.4124418,-0.3130471,3.0587553,1.5594412
35.9700049,1.7261133,-2.4774634,-1.4425913,-0.2930796,3.1092784,1.6545354
36.0699216,1.8255145,-2.4660977,-1.4709661,-0.2724293,3.1619999,1.7636881
36.1698383,1.9255707,-2.4574186,-1.4972193,-0.2511648,3.2172484,1.8873333
36.269755,2.0247938,-2.4513069,-1.5209137,-0.2259407,3.275338,2.0627348
36.3696717,2.1247848,-2.447409,-1.5423458,-0.2011202,3.3376702,2.2455874
36.4695883,2.2249,-2.4455241,-1.5611698,-0.1754595,3.4042306,2.4521512
36.569505,2.3245553,-2.4453918,-1.577295,-0.1477359,3.4754579,2.7004274
36.6694217,2.4247555,-2.4467399,-1.5907623,-0.120648,3.5522448,2.9618365
36.7693384,2.5244971,-2.4492837,-1.6013495,-0.091984,3.6345999,3.1661871
36.8692551,2.6243803,-2.45275,-1.6091455,-0.0633719,3.7206218,3.1223853
36.9691717,2.7243919,-2.4568564,-1.6140426,-0.034763,3.8035488,3.0801419
37.0690884,2.8240556,-2.4612995,-1.6162423,-0.0098756,3.8836192,3.0393373
37.1690051,2.9240729,-2.4658579,-1.6160617,0.0112427,3.9610427,2.9998663
37.2689218,3.0237769,-2.4703108,-1.6147209,0.0156127,4.0360045,2.9436338
37.3688385,3.1236847,-2.4746171,-1.6129795,0.0180958,4.1082318,2.8706712
37.4687551,3.2235326,-2.4787416,-1.6111866,0.0178007,4.1774663,2.8007197
37.5686718,3.3234087,-2.4826893,-1.6094191,0.0175749,4.2439253,2.7335611
37.6685885,3.4232816,-2.486461,-1.6076702,0.0174385,4.3078021,-2.7909817
37.7685052,3.5231743,-2.4900603,-1.6059728,0.0164352,4.2425732,-4.226514
37.8684219,3.6230349,-2.4934942,-1.6043939,0.0141058,4.1418388,-4.2790324
37.9683385,3.7230091,-2.4967996,-1.6034585,0.0045834,4.0372931,-4.3476526
38.0682552,3.8229569,-2.5000601,-1.6036052,-0.0111229,3.9282222,-3.9819569
38.1681719,3.9227983,-2.5034343,-1.6059772,-0.0366471,3.8255982,-3.5744656
38.2680886,4.0228348,-2.5071868,-1.6111278,-0.0677352,3.7310728,-3.1532128
38.3680053,4.1222554,-2.511591,-1.6195827,-0.1025824,3.6456532,-2.7983328
38.4679219,4.2224286,-2.5170522,-1.6314769,-0.1349071,3.5681349,-2.4641809
38.5678386,4.3219887,-2.5238302,-1.6466166,-0.1675865,3.4984513,-2.1676777
38.6677553,4.4215192,-2.5322806,-1.6648935,-0.1988042,3.4359841,-1.9088269
38.767672,4.5210797,-2.5427291,-1.6863062,-0.2280577,3.3800207,-1.6621507
38.8675887,4.6198705,-2.5553788,-1.7104824,-0.2570876,3.3305235,-1.4596359
38.9675053,4.7188554,-2.5706405,-1.7374927,-0.2827469,3.2864422,-1.2767825
39.067422,4.817219,-2.5886691,-1.7670449,-0.3068969,3.2473926,-1.1026611
39.1673387,4.9145265,-2.6096034,-1.7987547,-0.3302834,3.2132865,-0.9690033
39.2672554,5.0117794,-2.6339007,-1.8328118,-0.3497642,3.1830129,-0.846196
39.3671721,5.1079308,-2.6615341,-1.8687836,-0.3680067,3.1563385,-0.7267432
39.4670888,5.2026087,-2.6925544,-1.9063501,-0.3855999,3.1332484,-0.6251378
39.5670054,5.2963247,-2.727302,-1.9456234,-0.4010368,3.1132494,-0.5339084
39.6669221,5.3888492,-2.7658964,-1.9865536,-0.4150039,3.0960668,-0.4370139
39.7668388,5.4794177,-2.8081763,-2.0287938,-0.4290093,3.0819311,-0.3339891
39.8667555,5.567841,-2.8541667,-2.0722658,-0.4429598,3.0710841,-0.2293271
39.9666722,5.6539714,-2.9039051,-2.1169364,-0.4562677,3.0636139,-0.1426322
40.0665888,5.7384237,-2.9579384,-2.1631875,-0.4669187,3.0589586,-0.0774762
40.1665055,5.8201174,-3.0157579,-2.2103575,-0.4746652,3.0564269,-0.0571658
40.2664222,5.8988433,-3.0772826,-2.2580096,-0.4774216,3.0545575,-0.0543403
40.3663389,5.97442,-3.1423771,-2.3056139,-0.4750934,3.0527795,-0.0116464
40.4662556,6.0467051,-3.2108872,-2.3533658,-0.4829811,3.0523983,-0.0116464
40.5661722,6.115825,-3.2830421,-2.4018532,-0.4673478,3.052017,0.1351013
40.6660889,6.181437,-3.3580404,-2.4415076,-0.3325132,3.0564367,0.4785605
40.7660056,6.2442977,-3.4349448,-2.4709723,-0.3207735,3.0720413,-0.5367242
40.8659223,6.3048356,-3.5140387,-2.5075141,-0.4260301,3.0545347,-0.1396829
40.965839,6.3621894,-3.5958117,-2.5530148,-0.4699869,3.0499622,-0.0116249
41.0657556,6.4156567,-3.6801882,-2.6007699,-0.4838738,3.0495813,-0.0116249
41.1656723,6.4650474,-3.7671495,-2.6493258,-0.4821815,3.0492004,0.0052359
41.265589,6.510311,-3.8566536,-2.6973069,-0.4727863,3.049372,0.0920935
41.3655057,6.5513392,-3.9483361,-2.7441278,-0.4608471,3.052388,0.1946081
41.4654224,6.5877046,-4.0407478,-2.7889418,-0.4426423,3.0587517,0.346961
41.565339,6.6201481,-4.135221,-2.8323287,-0.4239043,3.0700645,0.4927951
41.6652557,6.6486885,-4.2314578,-2.8739571,-0.4049266,3.0860611,0.631666
41.7651724,6.6731502,-4.3281213,-2.9131314,-0.3818802,3.1064451,0.8027931
41.8650891,6.6939336,-4.425743,-2.9500963,-0.3570993,3.13216,0.9844412
41.9650058,6.7113003,-4.5245441,-2.9846958,-0.3324042,3.163408,1.1610723
42.0649224,6.7252901,-4.6232239,-3.0163478,-0.3035143,3.1998705,1.3794662
42.1648391,6.7363139,-4.722555,-3.0452866,-0.2739869,3.2426586,1.6059295
42.2647558,6.7446305,-4.8224123,-3.0712131,-0.2440967,3.2917705,1.841484
42.3646725,6.7504797,-4.9219094,-3.0940285,-0.2139477,3.3471992,2.0889802
42.4645892,6.7542148,-5.021926,-3.114065,-0.1885199,3.4089868,2.2946476
42.5645058,6.7560536,-5.1217988,-3.1320123,-0.1711051,3.4755917,2.4179953
42.6644225,6.7561838,-5.2217245,3.1348865,-0.1549974,3.5444229,2.5370737
42.7643392,6.7547627,-5.3217636,3.1201391,-0.1400024,3.6152352,2.6538422
42.8642559,6.7519502,-5.4215776,3.1069847,-0.1234554,3.687852,2.8039757
42.9641726,6.7479004,-5.5214878,3.095446,-0.1071134,3.7630546,2.9655117
43.0640892,6.7427855,-5.6212793,3.0856031,-0.0899879,3.8409879,3.0610646
43.1640059,6.7367697,-5.7210726,3.0774308,-0.0737703,3.9198075,3.0208901
43.2639226,6.7300238,-5.8207313,3.0708412,-0.058194,3.9960688,2.9820049
43.3638393,6.7226803,-5.9204974,3.0655453,-0.0485786,4.0699471,2.9093473
43.463756,6.7148673,-6.0200377,3.0611181,-0.0403461,4.1407553,2.8378124
43.5636726,6.706636,-6.1197301,3.0574211,-0.0335603,4.2086748,2.769184
43.6635893,6.6980753,-6.2193362,3.0544056,-0.0268147,4.2739115,2.7032556
43.763506,6.6892651,-6.3187241,3.0520657,-0.0200485,4.3366485,2.6398434
43.8634227,6.680221,-6.4184661,3.0503608,-0.0141196,4.39705,2.5787824
43.9633394,6.6710752,-6.5177733,3.0492468,-0.0085071,4.4552638,2.5199245
44.063256,6.6618194,-6.6173339,3.048612,-0.0041418,4.5114233,2.4631355
44.1631727,6.6525254,-6.716854,3.0483974,-0.0004785,4.5656497,2.4082939
44.2630894,6.6432518,-6.8161048,3.0485103,0.0027101,4.6180531,2.3552889
44.3630061,6.6339652,-6.9157665,3.0488833,0.0047565,4.6687343,2.3040194
44.4629228,6.624745,-7.0152262,3.0494505,0.0063419,4.7177855,2.2543927
44.5628395,6.6155988,-7.1145688,3.0501366,0.0074152,4.7652914,2.2063235
44.6627561,6.6064993,-7.2141996,3.0508941,0.0076913,4.8113303,2.1597335
44.7626728,6.597492,-7.3136648,3.0516677,0.0076465,4.8559743,2.1145501
44.8625895,6.5885638,-7.413099,3.0524104,0.0072262,4.8992902,2.070706
44.9625062,6.5796941,-7.5126815,3.0530937,0.0064109,4.9413399,2.028139
45.0624229,6.570897,-7.612171,3.0536889,0.0054604,4.9821813,-1.9457682
45.1623395,6.5621537,-7.7116689,3.0541807,0.004383,4.9430052,-4.4234328
45.2622562,6.5534509,-7.8112066,3.0545664,0.003339,4.8527674,-4.4507958
45.3621729,6.5447842,-7.9107144,3.0548502,0.0024136,4.7602451,-4.4736294
45.4620896,6.5361373,-8.0102734,3.0550532,0.0016492,4.6653996,-4.4913111
45.5620063,6.5275149,-8.1097494,3.0552035,0.0013907,4.5681987,-4.4947901
45.6619229,6.5189029,-8.2092666,3.0553387,0.0015109,4.4688064,-4.4845631
45.7618396,6.510297,-8.3088909,3.0555174,0.0020593,4.3673865,-4.4581744
45.8617563,6.5017326,-8.4082907,3.0557945,0.0035502,4.2641732,-4.4251117
45.961673,6.4931916,-8.5078311,3.0562353,0.0055791,4.1591932,-4.3851375
46.0615897,6.4846962,-8.6074976,3.0569281,0.0082442,4.0524797,-4.3315863
46.1615063,6.4763122,-8.7068414,3.0579349,0.0120756,3.9442358,-4.2772762
46.261423,6.4680244,-8.8064779,3.0593412,0.016399,3.8343518,-4.2185828
46.3613397,6.4599035,-8.9060917,3.0612416,0.0215554,3.7228,-4.1552397
46.4612564,6.4520169,-9.0054822,3.0636827,0.0277112,3.6095546,-4.0990042
46.5611731,6.4443676,-9.1053863,3.066772,0.0340922,3.4942477,-4.039236
46.6610897,6.4371015,-9.2047548,3.0705524,0.0416587,3.3767725,-3.9864084
46.7610064,6.4302299,-9.3044197,3.0750889,0.0496747,3.2566816,-3.9416071
46.8609231,6.4238401,-9.404324,3.0804931,0.0581226,3.1334184,-3.9069092
46.9608398,6.418061,-9.5037408,3.0867107,0.066875,3.0062568,-3.8852039
47.0607565,6.4129038,-9.6040198,3.0938494,0.0756698,2.874228,-3.8179817
47.1606731,6.4085645,-9.7032543,3.1022082,0.0922073,2.738289,-3.7283126
47.2605898,6.4051069,-9.8034138,3.1122988,0.1155201,2.5986891,-3.5357933
47.3605065,6.4028373,-9.9030692,3.1260972,0.1607122,2.4589867,-3.0936761
47.4604232,6.4021807,-10.0032721,-3.1376212,0.260318,2.3298919,-2.3569583
47.5603399,6.4041672,-10.1032067,-3.1029297,0.4335417,2.2265213,-1.7067245
47.6602565,6.4104941,-10.2030997,-3.0508708,0.6063349,2.1485662,-1.0557763
47.7601732,6.4228479,-10.3022618,-2.9814814,0.7830762,2.0988943,-0.5768499
47.8600899,6.4428607,-10.4000501,-2.8958408,0.9157194,2.0712517,-0.1584198
47.9600066,6.4717436,-10.4956905,-2.7990191,1.020777,2.0635954,-0.0233054
48.0599233,6.5099964,-10.5875805,-2.6948176,1.0536567,2.0624667,-0.0053159
48.1598399,6.5579525,-10.6754411,-2.589034,1.0581497,2.0622091,-0.0053159
48.2597566,6.6144836,-10.7572832,-2.4864944,0.9891423,2.0619515,0.2892045
48.3596733,6.6793406,-10.8337515,-2.391052,0.9170949,2.0759183,0.5424505
48.45959,6.750543,-10.9036093,-2.3038511,0.8269441,2.101865,0.8411739
48.5595067,6.8275781,-10.9675808,-2.2250516,0.7504194,2.1414787,1.052896
48.6594233,6.9093307,-11.0256754,-2.1534394,0.6769921,2.1900536,1.2469238
48.75934,6.9944237,-11.0778305,-2.0887984,0.6219642,2.2462217,1.3555652
48.8592567,7.0831737,-11.1249203,-2.029866,0.5407647,2.3057318,1.6184337
48.9591734,7.1734302,-11.1667295,-1.9809771,0.4409331,2.3748297,2.0061686
49.0590901,7.2664599,-11.2049113,-1.9407468,0.3652179,2.4577867,2.2862719
49.1590067,7.3595401,-11.2392025,-1.9079569,0.2950658,2.5490369,2.5746616
49.2589234,7.4549198,-11.2710947,-1.8790333,0.2869751,2.6480355,1.6570628
49.3588401,7.5496994,-11.2998033,-1.8509045,0.2826643,2.7098392,-2.3090239
49.4587568,7.6461209,-11.3260014,-1.8206681,0.3196221,2.6233201,-2.2101167
49.5586735,7.7429295,-11.3490337,-1.7875629,0.3568135,2.5377458,-1.9171003
49.6585902,7.8406025,-11.3686031,-1.7483288,0.4276784,2.4611081,-1.7184414
49.7585068,7.9392963,-11.3840453,-1.7026899,0.4880768,2.3903245,-1.5028468
49.8584235,8.0387403,-11.3946638,-1.6505392,0.5549114,2.3266569,-1.3227242
49.9583402,8.1386846,-11.3997529,-1.5917617,0.6183157,2.2691425,-1.1076486
50.0582569,8.2387558,-11.3986408,-1.526415,0.6896801,2.2198339,-0.9248275
50.1581736,8.3385836,-11.3906233,-1.4538452,0.7550524,2.1778088,-0.68411
50.2580902,8.4372902,-11.3751154,-1.3748286,0.8296849,2.1461927,-0.4769866
50.3580069,8.5345961,-11.3514297,-1.2882237,0.8931075,2.1238704,-0.2206801
50.4579236,8.6289869,-11.3192931,-1.1959614,0.959294,2.1134631,-0.1017448
50.5578403,8.7201819,-11.2781693,-1.0979277,0.9904235,2.1086475,-0.0055566
50.657757,8.8065229,-11.2284374,-0.9981403,1.0123088,2.1083841,-0.0055566
50.7576736,8.8876362,-11.1701775,-0.8984079,0.9755992,2.1081208,0.1587131
50.8575903,8.9626605,-11.1043405,-0.803492,0.9250516,2.1156298,0.3539765
50.957507,9.031336,-11.0319757,-0.7169483,0.8090357,2.1322818,0.8159342
51.0574237,9.0941092,-10.9540881,-0.6416185,0.6958099,2.1701789,1.2170732
51.1573404,9.1513578,-10.8719916,-0.5783143,0.5720327,2.2255086,1.6605945
51.257257,9.2037299,-10.7868715,-0.5266149,0.4652952,2.2988542,2.0344345
51.3571737,9.2522338,-10.6991235,-0.4850013,0.3641001,2.3856401,2.4206911
51.4570904,9.2973096,-10.6100718,-0.4539952,0.2518385,2.4849574,1.0544101
51.5570071,9.3402355,-10.5197403,-0.4355112,0.1151874,2.5269982,-3.7597665
51.6569238,9.3821749,-10.4288245,-0.4313937,-0.0339357,2.3736876,-3.5166281
51.7568404,9.4241573,-10.3386525,-0.4428385,-0.2006501,2.2207326,-2.8086245
51.8567571,9.4684861,-10.2482739,-0.4722854,-0.3882573,2.0905493,-2.1282919
51.9566738,9.5156534,-10.1609134,-0.5214753,-0.6024293,1.9862257,-1.496722
52.0565905,9.56851,-10.0756973,-0.5926175,-0.8249691,1.9094496,-0.9557098
52.1565072,9.6281192,-9.995272,-0.6863036,-1.0270893,1.8587671,-0.4315528
52.2564238,9.6950415,-9.9220413,-0.7977193,-1.2089429,1.8354227,-0.0042099
52.3563405,9.770838,-9.8568046,-0.9246639,-1.3361303,1.8351935,-0.0042099
52.4562572,9.8548885,-9.8019472,-1.0596693,-1.3146346,1.8349642,0.0692933
52.5561739,9.9452495,-9.7587286,-1.1886414,-1.2526675,1.8387335,0.2605792
52.6560906,10.0400605,-9.7272744,-1.3116702,-1.2086604,1.8528393,0.3463616
52.7560072,10.1375928,-9.7074905,-1.4278714,-1.0679941,1.871424,0.7552636
52.8559239,10.2361131,-9.6974278,-1.4976127,-0.4004874,1.9113228,3.0323912
52.9558406,10.3352189,-9.6915483,-1.5218802,-0.1990702,2.0637654,3.6468108
53.0557573,10.4348749,-9.6877446,-1.5445047,-0.2609198,2.2333567,3.1923281
53.155674,10.5346717,-9.6865236,-1.5738865,-0.3326629,2.3718802,2.6214678
53.2555906,10.6345082,-9.6885814,-1.6096314,-0.3767115,2.4798533,2.1756607
53.3555073,10.73419,-9.6943681,-1.6481153,-0.389442,2.5660168,1.9275112
53.455424,10.833659,-9.7040289,-1.6870257,-0.3849495,2.6400044,1.8083352
53.5553407,10.9328256,-9.7175328,-1.7250237,-0.3706305,2.7075799,1.7737482
53.6552574,11.0315711,-9.7347354,-1.7612208,-0.3501952,2.7722631,1.798988
53.755174,11.1294924,-9.7553484,-1.7949042,-0.3249218,2.8363605,1.8759671
53.8550907,11.2263444,-9.7790299,-1.8257805,-0.2944968,2.9016929,2.0098646
53.9550074,11.3226125,-9.8055963,-1.8539426,-0.2706172,2.9700942,2.1017344
54.0549241,11.418281,-9.8348039,-1.8799112,-0.249112,3.0399763,2.1862909
54.1548408,11.5132185,-9.866398,-1.9038905,-0.2304326,3.1110047,2.2576945
54.2547574,11.607012,-9.9000283,-1.9259672,-0.2129387,3.1826895,2.3303729
54.3546741,11.7003453,-9.9357507,-1.9464298,-0.1965911,3.2550267,2.4038338
54.4545908,11.7932387,-9.9734175,-1.96536,-0.1813019,3.3279972,2.478134
54.5545075,11.884883,-10.0125251,-1.9826544,-0.1661189,3.4015848,2.5634113
54.6544242,11.9760958,-10.0532491,-1.9985268,-0.1514925,3.4760659,2.6544066
54.7543409,12.0669661,-10.0954844,-2.0129975,-0.1374559,3.5515452,2.7504368
54.8542575,12.1567854,-10.1387405,-2.0259845,-0.1233055,3.628099,2.8604635
54.9541742,12.2462708,-10.1832014,-2.0376295,-0.1096226,3.7060381,2.9771963
55.0540909,12.3354906,-10.2287578,-2.0479389,-0.0963748,3.7854539,3.089361
55.1540076,12.4238233,-10.2749384,-2.0568789,-0.0831372,3.8661374,3.0482475
55.2539243,12.5120453,-10.3219981,-2.0645577,-0.0704219,3.9441298,3.0084899
55.3538409,12.5999381,-10.3696806,-2.0709742,-0.0580307,4.0196215,2.9601818
55.4537576,12.6873867,-10.4177808,-2.0761648,-0.0460272,4.092542,2.8865219
55.5536743,12.7748343,-10.466406,-2.0801876,-0.0344598,4.162418,2.8159249
55.653591,12.8619183,-10.5152229,-2.0830693,-0.0233429,4.2294727,2.7481668
55.7535077,12.9489549,-10.5642808,-2.084865,-0.0127045,4.2939043,-1.5116893
55.8534243,13.0360386,-10.6135113,-2.0856217,-0.0024805,4.2585829,-4.3975633
55.953341,13.1228829,-10.6626356,-2.0853832,0.007186,4.1541243,-4.2497637
56.0532577,13.2099712,-10.7118157,-2.0841947,0.0165013,4.0506177,-4.1242572
56.1531744,13.2969917,-10.7607689,-2.0821021,0.0253618,3.9475739,-4.0167054
56.2530911,13.384169,-10.8095203,-2.0791385,0.0339478,3.8445635,-3.9267238
56.3530077,13.4716411,-10.8580479,-2.075326,0.0422101,3.7411199,-3.8490715
56.4529244,13.5590489,-10.9060591,-2.0707047,0.0504628,3.6368675,-3.7865325
56.5528411,13.6470341,-10.9538118,-2.0652547,0.0584641,3.531307,-3.7295329
56.6527578,13.7349221,-11.0008484,-2.0589971,0.0669624,3.424156,-3.6858384
56.7526745,13.8233678,-11.0474261,-2.0518977,0.0753436,3.3148591,-3.6520927
56.8525911,13.9120976,-11.0933036,-2.0439363,0.0839043,3.2028863,-3.617081
56.9525078,14.0010938,-11.1383776,-2.035109,0.0938412,3.0879876,-3.5937496
57.0524245,14.0908537,-11.1827861,-2.0251883,0.1040284,2.9694303,-3.4818313
57.1523412,14.1805189,-11.2259803,-2.0138453,0.1266135,2.849865,-3.3879515
57.2522579,14.2715434,-11.2684195,-1.9998992,0.1506244,2.7284986,-2.9027444
57.3521745,14.3623874,-11.3090275,-1.9809709,0.2339287,2.6200457,-2.461359
57.4520912,14.4549921,-11.3478499,-1.9531081,0.3211483,2.5244361,-1.9688044
57.5520079,14.5482134,-11.3834276,-1.9159389,0.4245732,2.4452699,-1.484629
57.6519246,14.6431252,-11.4151019,-1.8680403,0.5318761,2.3838344,-1.1120836
57.7518413,14.7394973,-11.4416888,-1.8104177,0.6216981,2.3367574,-0.7303875
57.8517579,14.8372137,-11.4622124,-1.7436869,0.7105599,2.3053154,-0.4676588
57.9516746,14.9362541,-11.4758001,-1.6695393,0.7735774,2.2849563,-0.1998539
58.0515913,15.0358903,-11.4816877,-1.5890665,0.8312197,2.2762003,-0.0786783
58.151508,15.1357653,-11.479322,-1.5047278,0.8572053,2.272744,-0.0064551
58.2514247,15.2350046,-11.4684304,-1.4179395,0.8714048,2.2724602,-0.0064551
58.3513413,15.3329668,-11.4489665,-1.3316147,0.8576699,2.2721764,0.0655806
58.451258,15.4289513,-11.4211728,-1.2466243,0.833925,2.2750584,0.1772255
58.5511747,15.522284,-11.3854949,-1.1653924,0.7934954,2.2828286,0.3583384
58.6510914,15.6125937,-11.3424797,-1.0879199,0.7477966,2.2984591,0.5428509
58.7510081,15.6993488,-11.2928882,-1.0159875,0.6935299,2.3219376,0.7541679
58.8509247,15.7826627,-11.2372583,-0.9490958,0.6373861,2.3541669,0.9606135
58.9508414,15.8619429,-11.1766749,-0.8884407,0.5796904,2.3945907,1.1688501
59.0507581,15.9379435,-11.1112893,-0.8333184,0.515372,2.4428753,1.416986
59.1506748,16.0098501,-11.0426945,-0.7859106,0.4369506,2.5001602,1.7608956
59.2505915,16.0792645,-10.9704133,-0.7455195,0.3693529,2.5695693,2.053025
59.3505081,16.1454694,-10.8961954,-0.7125129,0.3030464,2.6481974,-0.5273693
59.4504248,16.2096612,-10.8195186,-0.6811422,0.3236566,2.6282244,-2.0163545
59.5503415,16.2711716,-10.7410133,-0.6471988,0.3830774,2.5504173,-1.3435535
59.6502582,16.3296883,-10.6600718,-0.602657,0.5074037,2.4972268,-0.975562
59.7501749,16.3838997,-10.5765488,-0.5475468,0.5846511,2.4578836,-0.824723
59.8500916,16.4334645,-10.4894727,-0.4866982,0.6266816,2.4241256,-0.7781444
59.9500082,16.4771551,-10.4001977,-0.4231497,0.6518234,2.3918373,-0.710986
60.0499249,16.5153258,-10.307325,-0.3562783,0.68043,2.3619498,-0.6060494
60.1498416,16.5468188,-10.2128817,-0.28688,0.7147286,2.3361716,-0.4810696
60.2497583,16.571647,-10.1158123,-0.2133043,0.7508317,2.3155052,-0.3693852
60.349675,16.5890586,-10.0175356,-0.1368702,0.782417,2.2995105,-0.2408409
60.4495916,16.5987557,-9.9179642,-0.0567392,0.8141255,2.2890218,-0.1313748
60.5495083,16.600323,-9.8180851,0.0257759,0.8392161,2.28328,-0.0474508
60.649425,16.5935151,-9.718396,0.110888,0.8568702,2.2812026,-0.0065032
60.7493417,16.5782112,-9.6196813,0.1968612,0.8649545,2.2809177,-0.0065032
60.8492584,16.5544609,-9.5226854,0.2832393,0.8566767,2.2806328,0.037678
60.949175,16.5224878,-9.4280274,0.3679636,0.8398096,2.282283,0.1190756
61.0490917,16.4827666,-9.3365056,0.4503738,0.8053594,2.2874901,0.279327
61.1490084,16.4357237,-9.2482892,0.5287012,0.7612095,2.2996586,0.4677865
61.2489251,16.3821728,-9.1639577,0.6017122,0.697802,2.3198942,0.737766
61.3488418,16.3228217,-9.083514,0.6686943,0.6447889,2.3514547,0.927832
61.4487584,16.2582339,-9.0068844,0.7313458,0.6071728,2.3905545,1.0230152
61.5486751,16.189537,-8.9347647,0.7903969,0.5801383,2.4329372,1.058656
61.6485918,16.1162507,-8.8662582,0.8473696,0.554861,2.4760328,1.090629
61.7485085,16.039874,-8.8024131,0.9012248,0.5265887,2.5196592,1.1489198
61.8484252,15.9597506,-8.7422957,0.9524529,0.4958034,2.5648148,1.2302462
61.9483418,15.8771207,-8.6864722,1.0002873,0.4622068,2.6123015,1.3373157
62.0482585,15.791757,-8.6343638,1.0445356,0.42217,2.6629607,1.4973768
62.1481752,15.7044162,-8.5859794,1.0845159,0.375997,2.7185631,1.7119242
62.2480919,15.615295,-8.5408895,1.1194068,0.3222425,2.7807705,1.9985342
62.3480086,15.5246933,-8.4986491,1.1485863,0.2583658,2.8516765,2.3887892
62.4479252,15.4332162,-8.4588375,1.1708634,0.1878123,2.9341811,2.8722839
62.5478419,15.3407366,-8.4206211,1.18559,0.1048094,3.0304119,3.4733148
62.6477586,15.2481526,-8.38349,1.1917382,0.0195826,3.142846,3.4162302
62.7476753,15.155234,-8.346452,1.190011,-0.0544609,3.2496396,3.36198
