# s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
32.2777001,-0.9309858,4.5996969,-2.1767691,-0.5176302,2.3728382,-1.5711596
32.377631,-0.8496204,4.5401195,-2.2287697,-0.5130978,2.3057203,-1.7469193
32.477562,-0.7721391,4.4770097,-2.2795618,-0.4926831,2.2287224,-2.0197826
32.577493,-0.6983832,4.4107013,-2.3257077,-0.4573498,2.1362411,-2.1755568
32.6774239,-0.627403,4.3405383,-2.3768898,-0.5642444,2.031924,-1.6488132
32.7773549,-0.5604559,4.2662908,-2.4420848,-0.7517242,1.9491486,-1.0703318
32.8772858,-0.4993409,4.1873182,-2.5273098,-0.957852,1.8934787,-0.4718877
32.9772168,-0.4460505,4.1028592,-2.6334142,-1.1551231,1.8684082,-0.0043626
33.0771478,-0.4028581,4.0128431,-2.7575944,-1.2893698,1.8681748,-0.0043626
33.1770787,-0.3714927,3.9181069,-2.8861807,-1.2853571,1.8679415,0.0107636
33.2770097,-0.3524618,3.8201931,-3.0125084,-1.2523263,1.8685172,0.1233182
33.3769406,-0.3457816,3.7203982,-3.1366798,-1.2338666,1.8751008,0.157326
33.4768716,-0.3514587,3.6205878,3.0229679,-1.2391391,1.8834666,0.099786
33.5768026,-0.3693711,3.5223274,2.9002259,-1.2055165,1.8887536,0.1949932
33.6767335,-0.3986824,3.4269267,2.7923027,-0.8983281,1.8990423,1.2557959
33.7766645,-0.4363427,3.3347491,2.7213321,-0.515197,1.9640131,2.5078843
33.8765954,-0.4791341,3.2450353,2.6694486,-0.587014,2.0877208,1.9360054
33.9765264,-0.5270041,3.1579979,2.6063307,-0.68284,2.1784196,1.253643
34.0764574,-0.5807802,3.0741287,2.5359058,-0.723612,2.2351884,0.8785406
34.1763883,-0.6408438,2.9938558,2.4623282,-0.7351795,2.2741271,0.6914415
34.2763193,-0.7070986,2.9177641,2.3879328,-0.7399726,2.3043105,0.5642216
34.3762502,-0.7776352,2.8478904,2.3151803,-0.729652,2.3286506,0.5366011
34.4761812,-0.8536043,2.7828687,2.2424281,-0.7194435,2.3515653,0.514666
34.5761122,-0.9345183,2.7231752,2.1704589,-0.7129766,2.3733356,0.4769606
34.6760431,-1.0186224,2.6699043,2.1007286,-0.6904918,2.3933341,0.53767
34.7759741,-1.106662,2.6223094,2.032442,-0.6676666,2.4156796,0.5965322
34.875905,-1.1976888,2.5807013,1.9670904,-0.6401742,2.4402319,0.680491
34.975836,-1.2909687,2.5450634,1.9051138,-0.5988199,2.4679417,0.8451324
35.075767,-1.3864119,2.5150152,1.8471509,-0.5564208,2.5019284,1.0091784
35.1756979,-1.4832591,2.4903374,1.7943677,-0.5011109,2.541917,1.2540743
35.2756289,-1.5812695,2.4705364,1.7467401,-0.4514773,2.5907497,1.4613019
35.3755598,-1.6799384,2.4551967,1.704148,-0.4015384,2.6465151,1.6788531
35.4754908,-1.7792694,2.4438192,1.6662923,-0.3557768,2.7091662,1.8795729
35.5754218,-1.878848,2.4359867,1.6330558,-0.3098067,2.7776314,2.1001239
35.6753527,-1.9786615,2.4312378,1.6043868,-0.2638763,2.8521871,2.3432051
35.7752837,-2.0785664,2.4291217,1.580334,-0.2174157,2.9331363,2.6187558
35.8752146,-2.1784709,2.429176,1.5609538,-0.1704338,3.0210392,2.9330971
35.9751456,-2.2783941,2.4309299,1.5463488,-0.1217974,3.1165514,3.3048534
36.0750766,-2.3782701,2.4338996,1.5365796,-0.0747063,3.2207774,3.3766446
36.1750075,-2.4781307,2.4376163,1.5313565,-0.0298226,3.3238937,3.3242428
36.2749385,-2.5779703,2.44165,1.5298849,-0.0031724,3.4223762,3.2741711
36.3748694,-2.6778225,2.4457162,1.5306702,0.0181029,3.5166804,3.226201
36.4748004,-2.7776691,2.4496061,1.5333278,0.0350776,3.6071922,3.1801391
36.5747314,-2.8775421,2.4531458,1.5377149,0.0532961,3.6942421,3.1358197
36.6746623,-2.9774375,2.4561533,1.5440051,0.0725981,3.7781153,3.0930996
36.7745933,-3.0773334,2.4584578,1.5515061,0.0765005,3.8590606,3.0518543
36.8745242,-3.1772308,2.4600005,1.5591156,0.0682051,3.9372958,3.0119743
36.9744552,-3.2771473,2.4608822,1.564278,0.035135,4.0130134,2.1657885
37.0743862,-3.3770414,2.4614126,1.5661539,0.0025755,4.0665877,-4.0546263
37.1743171,-3.4770434,2.4619175,1.5648063,-0.0295695,3.9656992,-3.5611617
37.2742481,-3.5769505,2.4627204,1.560143,-0.0637766,3.8749232,-3.118518
37.374179,-3.6769084,2.464161,1.5520701,-0.0972412,3.7936469,-2.7209091
37.47411,-3.7768089,2.4665714,1.5407334,-0.1297232,3.7212834,-2.3677001
37.574041,-3.8767172,2.4702772,1.5261983,-0.1606774,3.6571488,-2.035759
37.6739719,-3.9764745,2.4755831,1.5086025,-0.1912767,3.6010924,-1.7478383
37.7739029,-4.0762,2.4827979,1.4880825,-0.2193546,3.5522585,-1.4838388
37.8738338,-4.1757109,2.4921943,1.4647708,-0.246029,3.5102674,-1.2369644
37.9737648,-4.2748634,2.5040221,1.4389431,-0.2714862,3.4748749,-1.0349268
38.0736958,-4.373853,2.518559,1.4106744,-0.2932199,3.4449837,-0.8407308
38.1736267,-4.4721999,2.5359609,1.3802985,-0.3140112,3.4205091,-0.6770406
38.2735577,-4.5700231,2.5564515,1.348038,-0.3318252,3.4006717,-0.5408392
38.3734886,-4.6671895,2.5801925,1.3140361,-0.3468328,3.3847415,-0.4080376
38.4734196,-4.7632247,2.6072162,1.2787126,-0.3609854,3.3726731,-0.3167276
38.5733506,-4.8585375,2.6377799,1.2420946,-0.3710707,3.3632755,-0.2355473
38.6732815,-4.9525561,2.6718264,1.2044829,-0.379823,3.3562695,-0.1546222
38.7732125,-5.0448826,2.709278,1.1662491,-0.3880683,3.3516626,-0.1154213
38.8731434,-5.1362703,2.7505354,1.127147,-0.392361,3.3482195,-0.0749902
38.9730744,-5.2257151,2.7952262,1.0876477,-0.3964959,3.3459806,-0.0340034
39.0730054,-5.3129442,2.8432132,1.047996,-0.4003992,3.3449649,-0.0242614
39.1729363,-5.398829,2.8950328,1.0078047,-0.4014433,3.34424,-0.016142
39.2728673,-5.4823679,2.950138,0.9675406,-0.402285,3.3437576,-0.0139724
39.3727982,-5.563309,3.0083288,0.9274084,-0.4025793,3.34334,-0.0139724
39.4727292,-5.6419187,3.0697735,0.8873113,-0.401238,3.3429223,0.0021442
39.5726602,-5.7183748,3.1346409,0.8471538,-0.399351,3.3429864,0.0230606
39.6725911,-5.7919583,3.2023125,0.8072976,-0.3989395,3.3436757,0.0258149
39.7725221,-5.8626385,3.2727066,0.7676237,-0.3944032,3.3444471,0.0744899
39.872453,-5.9304567,3.345766,0.7291694,-0.3672782,3.3466721,0.3724055
39.972384,-5.9956507,3.4212734,0.6967589,-0.2791329,3.3577737,1.3387827
40.072315,-6.0588261,3.4986997,0.6736784,-0.1794937,3.3973837,2.4138173
40.1722459,-6.1203366,3.5770973,0.6569198,-0.1671818,3.4676571,2.4746674
40.2721769,-6.1804485,3.6564579,0.6387332,-0.2113532,3.5382535,0.6315228
40.3721078,-6.2390221,3.7372456,0.6151277,-0.2593648,3.5560449,-0.8347292
40.4720388,-6.2957009,3.8198254,0.5873001,-0.2949739,3.5325097,-0.5115258
40.5719698,-6.3500251,3.9042096,0.5561935,-0.3235148,3.5180094,-0.3174518
40.6719007,-6.4010804,3.9894179,0.5231579,-0.3409371,3.5089804,-0.1846536
40.7718317,-6.4494973,4.0768185,0.4884143,-0.352776,3.5037178,-0.0834183
40.8717626,-6.4950485,4.1663735,0.4524993,-0.3615118,3.5013377,-0.0426222
40.9716936,-6.5369629,4.2567028,0.4163416,-0.3650924,3.5001211,-0.0265128
41.0716246,-6.5756857,4.3487934,0.3797209,-0.3665654,3.499364,-0.0153031
41.1715555,-6.6111894,4.4427457,0.3428636,-0.3675723,3.498927,-0.0153031
41.2714865,-6.6429342,4.5370692,0.3064882,-0.3639182,3.4984899,0.030549
41.3714174,-6.6713832,4.6329931,0.2702036,-0.3599148,3.4993624,0.0773428
41.4713484,-6.6963622,4.7298882,0.2344921,-0.3542883,3.5015704,0.140747
41.5712794,-6.7178379,4.8273249,0.1995426,-0.3453958,3.5055848,0.2400267
41.6712103,-6.7360087,4.9258468,0.1653672,-0.3364816,3.5124204,0.3333724
41.7711413,-6.7507993,5.0245064,0.1324616,-0.3235301,3.5218923,0.4715166
41.8710722,-6.7624215,5.1238317,0.1007272,-0.3098204,3.5352459,0.6122537
41.9710032,-6.7709596,5.2234391,0.0705501,-0.2941674,3.5525104,0.7717354
42.0709342,-6.7765635,5.3231704,0.0420233,-0.2760331,3.5741531,0.9578272
42.1708651,-6.7794176,5.4232051,0.0153277,-0.257715,3.6008338,1.1422589
42.2707961,-6.779697,5.5230391,-0.0093977,-0.2377703,3.6323956,1.3462956
42.370727,-6.7776001,5.6230193,-0.0322385,-0.2199488,3.6692467,1.5219186
42.470658,-6.7733056,5.7228478,-0.0535169,-0.2061018,3.7104642,1.6452749
42.570589,-6.766952,5.8226157,-0.0734541,-0.192656,3.7545136,1.7666291
42.6705199,-6.7586813,5.9222049,-0.0920435,-0.1794976,3.8012438,1.8882962
42.7704509,-6.7486202,6.0216883,-0.1092991,-0.1653474,3.8505653,2.0298852
42.8703818,-6.736931,6.1208673,-0.125102,-0.151182,3.9028899,2.1780722
42.9703128,-6.7237208,6.2200493,-0.1394708,-0.1360734,3.9582652,2.3484353
43.0702438,-6.7091844,6.3188911,-0.1523198,-0.1210808,4.0171166,2.52592
43.1701747,-6.6934419,6.4176217,-0.1636623,-0.105815,4.0794683,2.7182175
43.2701057,-6.6766498,6.5162142,-0.1734865,-0.0907393,4.1455192,2.8329991
43.3700366,-6.6590069,6.6144152,-0.1817911,-0.0756778,4.2132574,2.7645532
43.4699676,-6.6405452,6.712884,-0.1886397,-0.061074,4.2783253,2.6987947
43.5698986,-6.6215672,6.8108035,-0.1939897,-0.0462274,4.3409047,2.635541
43.6698295,-6.6020752,6.9089473,-0.1978703,-0.0311666,4.4011587,2.5746286
43.7697605,-6.5823008,7.0069133,-0.200235,-0.0167229,4.459234,2.5159101
43.8696914,-6.5624109,7.1046117,-0.2012142,-0.0027815,4.5152633,2.4592522
43.9696224,-6.5424004,7.2027523,-0.2008539,0.0099356,4.5693668,1.8933263
44.0695534,-6.5225549,7.3005815,-0.1992203,0.022456,4.6105875,-3.8246905
44.1694843,-6.5029142,7.3985255,-0.1963948,0.034203,4.5269313,-3.631144
44.2694153,-6.4835818,7.4966677,-0.1924114,0.045204,4.4460521,-3.457645
44.3693462,-6.4647383,7.5946606,-0.1873597,0.0558913,4.3676456,-3.3109611
44.4692772,-6.4464068,7.6929424,-0.1812776,0.0658205,4.2912228,-3.1835104
44.5692082,-6.4287244,7.791329,-0.1742144,0.0753002,4.2164358,-3.071795
44.6691391,-6.411809,7.8896926,-0.1662387,0.0844574,4.1429936,-2.9778103
44.7690701,-6.3956949,7.9883699,-0.1573612,0.0931184,4.0705337,-2.8959618
44.869001,-6.3805075,8.0871427,-0.1476298,0.1015622,3.9988064,-2.8256628
44.968932,-6.3663348,8.1859814,-0.1370773,0.109792,3.9275578,-2.7644053
45.068863,-6.353233,8.2850754,-0.1256935,0.1179427,3.8565802,-2.7098677
45.1687939,-6.3413049,8.3842771,-0.1135022,0.126158,3.7857115,-2.6631474
45.2687249,-6.33063,8.4836004,-0.1004928,0.1343615,3.7147476,-2.6185794
45.3686558,-6.3212871,8.5830886,-0.0866327,0.142966,3.6436239,-2.5761152
45.4685868,-6.3133689,8.6826706,-0.0719103,0.1520113,3.5722721,-2.5389309
45.5685178,-6.3069611,8.7824015,-0.0562638,0.161289,3.5005274,-2.4994078
45.6684487,-6.3021639,8.8821939,-0.0396359,0.171453,3.4284334,-2.4586267
45.7683797,-6.2990783,8.9820171,-0.02198,0.1824997,3.3560051,-2.4185225
45.8683106,-6.2978116,9.0819863,-0.0031704,0.1943477,3.2831996,-2.3577437
45.9682416,-6.2984894,9.1818746,0.0169876,0.2090711,3.2106349,-2.2439266
46.0681726,-6.3012563,9.281688,0.0388037,0.2300676,3.140016,-2.1125912
46.1681035,-6.3063261,9.3815908,0.0629961,0.2542212,3.0720472,-1.9580545
46.2680345,-6.3139229,9.4811447,0.0897928,0.282248,3.0076791,-1.800719
46.3679654,-6.3243242,9.5804578,0.119411,0.3120037,2.9472425,-1.6487352
46.4678964,-6.3378528,9.6796576,0.1521725,0.3424443,2.890799,-1.4707623
46.5678274,-6.3547067,9.7779411,0.1880638,0.3769568,2.8395017,-1.288459
46.6677583,-6.3752839,9.875704,0.2274342,0.4127088,2.7937888,-1.0972524
46.7676893,-6.3999254,9.9727241,0.2706342,0.4498088,2.7542616,-0.8744942
46.8676202,-6.4287627,10.0680684,0.3174665,0.4904442,2.722348,-0.714637
46.9675512,-6.4623968,10.1623595,0.3683569,0.5220509,2.6959878,-0.635988
47.0674822,-6.5007926,10.2545232,0.4214569,0.5423342,2.6723099,-0.5966722
47.1674131,-6.5441851,10.3446029,0.4765965,0.5571222,2.6499034,-0.552697
47.2673441,-6.5925843,10.4322154,0.533061,0.572369,2.628978,-0.5484344
47.367275,-6.6458215,10.5167985,0.5905071,0.5767089,2.6080479,-0.5839701
47.467206,-6.703898,10.598232,0.6486929,0.5846744,2.5855755,-0.5918318
47.567137,-6.7666469,10.6761602,0.7071567,0.5861162,2.5625995,-0.6516373
47.6670679,-6.8339414,10.7503559,0.7662128,0.5890353,2.537061,-0.711378
47.7669989,-6.905133,10.8201078,0.8251286,0.5960618,2.5088844,-0.7462995
47.8669298,-6.981123,10.8861641,0.8853085,0.5988515,2.4789805,-0.824899
47.9668608,-7.0601498,10.9469161,0.9457666,0.6120787,2.4455017,-0.8439595
48.0667918,-7.1430116,11.0029144,1.0074529,0.6261037,2.4107681,-0.8628866
48.1667227,-7.230013,11.054055,1.0714583,0.6382708,2.3747305,-0.8945897
48.2666537,-7.3191855,11.0990325,1.135981,0.6427721,2.3367821,-0.9362111
48.3665846,-7.4104803,11.1380129,1.1976904,0.5872386,2.2963966,-1.2265488
48.4665156,-7.5040861,11.17184,1.2463625,0.341036,2.2423865,-2.6888173
48.5664466,-7.5982529,11.2027529,1.2517872,-0.0680088,2.1191755,-2.6806938
48.6663775,-7.6922694,11.2333807,1.2685252,0.4612357,1.9887524,-1.0025076
48.7663085,-7.7883222,11.2600509,1.3391764,0.932729,1.9377237,-0.1988803
48.8662394,-7.8866387,11.27794,1.4460873,1.1590135,1.9274399,-0.0046426
48.9661704,-7.9865679,11.2844085,1.567197,1.2116001,1.9271992,-0.0046426
49.0661014,-8.0867371,11.2787245,1.687182,1.1629821,1.9269584,0.1770098
49.1660323,-8.1855254,11.2614809,1.7983818,1.0638509,1.9361163,0.50742
49.2659633,-8.2810947,11.234154,1.8982882,0.9501702,1.9621316,0.83707
49.3658942,-8.3741092,11.1977154,1.9882261,0.842785,2.00431,1.109293
49.4658252,-8.4640613,11.1533781,2.0675734,0.7370275,2.0588745,1.3704681
49.5657562,-8.5501706,11.1027379,2.1353945,0.6251851,2.1243513,1.6729807
49.6656871,-8.6328505,11.0469106,2.1918477,0.4999234,2.2016434,2.0706955
49.7656181,-8.7128589,10.9868488,2.2357077,0.3885712,2.2937059,2.4491169
49.865549,-8.7903653,10.9237688,2.2709797,0.3175208,2.398035,2.6668855
49.96548,-8.8656026,10.8584534,2.299472,0.2573152,2.5067072,2.8752845
50.065411,-8.9396317,10.7907629,2.3226395,0.2021284,2.6188243,3.1051816
50.1653419,-9.0119049,10.7219613,2.3394449,0.1360064,2.7347483,3.4734804
50.2652729,-9.083379,10.6520426,2.3498453,0.0705,2.8588572,3.560355
50.3652038,-9.154502,10.5814751,2.3536166,0.0054165,2.980712,3.4985382
50.4651348,-9.2253353,10.5111218,2.3508799,-0.0601396,3.0957824,3.440129
50.5650658,-9.2967693,10.4410195,2.3416269,-0.1234289,3.2049055,2.9339932
50.6649967,-9.3689735,10.3718863,2.3263116,-0.1834632,3.2951196,-2.0331048
50.7649277,-9.4425593,10.3039707,2.3050965,-0.2372833,3.2328738,-1.5584277
50.8648586,-9.5173947,10.2381219,2.2788137,-0.2913458,3.184337,-1.2410818
50.9647896,-9.594694,10.1739656,2.2476328,-0.3307013,3.1451482,-0.9349042
51.0647206,-9.6737034,10.112704,2.2123753,-0.3685923,3.1153019,-0.710244
51.1646515,-9.7547001,10.0545393,2.1742951,-0.3975372,3.0924351,-0.5889596
51.2645825,-9.8387742,9.9990845,2.1332335,-0.4153163,3.0733442,-0.5880904
51.3645134,-9.9242621,9.9476821,2.0909165,-0.419501,3.0541623,-0.5530124
51.4644444,-10.0112019,9.9001784,2.0516348,-0.3703039,3.0360141,-0.9547812
51.5643754,-10.1011867,9.8553917,2.0131308,-0.3940043,3.0044229,-0.2943859
51.6643063,-10.1921148,9.8145634,1.9711155,-0.4702225,2.9946152,-0.0112069
51.7642373,-10.2847522,9.7780407,1.9210289,-0.5019251,2.9942412,-0.0112069
51.8641682,-10.3791851,9.7461156,1.8733679,-0.4575883,2.9938672,0.3873218
51.9640992,-10.475164,9.7184806,1.8295998,-0.4208268,3.0067676,0.6841506
52.0640302,-10.5723096,9.6949278,1.7878561,-0.4120721,3.0294203,0.7067834
52.1639611,-10.6700054,9.6754826,1.7465637,-0.4172985,3.0526458,0.5996944
52.2638921,-10.7685394,9.6600969,1.704715,-0.4230458,3.0722146,0.4952834
52.363823,-10.8679108,9.6488528,1.6621496,-0.4275187,3.0882828,0.4106222
52.463754,-10.9679964,9.6418506,1.6190842,-0.4304878,3.1015413,0.3468728
52.563685,-11.0675968,9.6391732,1.5762784,-0.4292195,3.1126974,0.3292304
52.6636159,-11.1673929,9.6407608,1.5335834,-0.4249607,3.1232492,0.3424482
52.7635469,-11.2673985,9.6466109,1.4912249,-0.4194501,3.134187,0.3674092
52.8634778,-11.366883,9.656632,1.4497148,-0.4116425,3.1458797,0.4137851
52.9634088,-11.4656479,9.6706941,1.4092764,-0.3974389,3.1589965,0.5213805
53.0633398,-11.564082,9.6887246,1.3702389,-0.3817715,3.1754469,0.6378168
53.1632707,-11.6616662,9.7104783,1.3329779,-0.3639353,3.1954559,0.7711156
53.2632017,-11.7582001,9.7357118,1.2975873,-0.3450848,3.2194806,0.9102211
53.3631326,-11.8541045,9.7643492,1.2639592,-0.3262777,3.2476105,1.045574
53.4630636,-11.9488307,9.7960331,1.2324157,-0.3056329,3.2796256,1.1991845
53.5629946,-12.0425273,9.8305857,1.2029508,-0.2836437,3.3159637,1.367418
53.6629255,-12.1354608,9.8678852,1.1756577,-0.26142,3.3569198,1.5399951
53.7628565,-12.2270449,9.9074465,1.1508352,-0.2364735,3.4024545,1.7479467
53.8627874,-12.3178544,9.9492452,1.1284243,-0.2110006,3.4534106,1.9686902
53.9627184,-12.4078094,9.9929736,1.1086559,-0.1845228,3.5099161,2.2113703
54.0626494,-12.4967742,10.0382644,1.0916345,-0.156119,3.5723213,2.4917389
54.1625803,-12.5852127,10.0850396,1.0774288,-0.1274898,3.6413573,2.7929762
54.2625113,-12.6728959,10.1328525,1.0662307,-0.0969323,3.7172157,3.12412
54.3624422,-12.7601736,10.181547,1.0580572,-0.0662901,3.8002744,3.0818102
54.4623732,-12.8471754,10.2308466,1.052975,-0.0354706,3.8804667,3.0409441
54.5623042,-12.9338946,10.2803876,1.0511294,-0.0009659,3.9580034,3.0014161
54.6622351,-13.0207272,10.3300051,1.0527495,0.0311275,4.0330707,2.9465972
54.7621661,-13.1076339,10.3793226,1.05685,0.0509617,4.105432,0.8356842
54.862097,-13.1948529,10.4282333,1.062842,0.0667982,4.1257234,-3.2302993
54.962028,-13.2823243,10.4765224,1.0701101,0.0787843,4.0467246,-3.0662073
55.061959,-13.3702954,10.5241854,1.0786508,0.0922084,3.9702848,-2.9051604
55.1618899,-13.4585264,10.5709418,1.0885708,0.1062944,3.8964767,-2.7766571
55.2618209,-13.5474498,10.6168638,1.099836,0.1190646,3.8246023,-2.6664176
55.3617518,-13.636846,10.6616889,1.112396,0.1313405,3.7542865,-2.5727938
55.4616828,-13.7266017,10.7052298,1.1260723,0.1431602,3.6851681,-2.5284045
55.5616138,-13.8174402,10.7477047,1.1408947,0.1520397,3.6159552,-2.500969
55.6615447,-13.9084401,10.788579,1.15652,0.1602151,3.5461646,-2.5001573
55.7614757,-14.0002972,10.8280884,1.1727543,0.1647445,3.474996,-2.5233164
55.8614066,-14.092984,10.8661588,1.1893802,0.1657559,3.4016588,-2.5928455
55.9613376,-14.1857124,10.9024637,1.2058445,0.1638611,3.324616,-2.6964946
56.0612686,-14.2794374,10.9374106,1.2218005,0.1547753,3.2425522,-2.8799352
56.1611995,-14.3738,10.9709401,1.2368073,0.1449854,3.1525475,-3.0655296
56.2611305,-14.468158,11.0029388,1.250689,0.1328653,3.0538292,-3.2657241
56.3610614,-14.5629511,11.0336987,1.2630315,0.113541,2.9450262,-3.0723762
56.4609924,-14.6582802,11.0633021,1.2775026,0.1783937,2.8388603,-2.5418342
56.5609234,-14.7539804,11.0911591,1.2989707,0.2605715,2.7479287,-2.0309288
56.6608543,-14.8507504,11.1166189,1.3295466,0.3468063,2.673052,-1.6537516
56.7607853,-14.9482772,11.138704,1.3678555,0.418914,2.6104951,-1.3152903
56.8607162,-15.0464476,11.1566582,1.4130929,0.487331,2.5596501,-1.0033837
56.9606472,-15.1455948,11.1698424,1.4651783,0.5517881,2.5201727,-0.6840607
57.0605782,-15.2453603,11.177537,1.5235249,0.6152828,2.4929004,-0.4330492
57.1605091,-15.3452188,11.17911,1.5873891,0.6649166,2.4754803,-0.2799473
57.2604401,-15.4450731,11.1740488,1.6559896,0.6962462,2.4641533,-0.2121723
57.360371,-15.5442624,11.1620636,1.7263968,0.7123742,2.4555339,-0.209301
57.460302,-15.6424052,11.1430599,1.797819,0.7178217,2.4470013,-0.2067284
57.560233,-15.7389707,11.1170544,1.8699729,0.7232332,2.4385443,-0.1954149
57.6601639,-15.8332715,11.0841815,1.9426032,0.7299216,2.430523,-0.194781
57.7600949,-15.9249484,11.0445198,2.0156925,0.7348633,2.4225013,-0.1921762
57.8600258,-16.0136657,10.9981347,2.0894199,0.7370959,2.4145608,-0.2078011
57.9599568,-16.0985738,10.9454247,2.1633651,0.7402306,2.4059452,-0.2205316
58.0598878,-16.1791327,10.8867499,2.2373031,0.7440664,2.396768,-0.2273221
58.1598187,-16.2554593,10.8219743,2.311729,0.7443804,2.3872712,-0.2586163
58.2597497,-16.326783,10.7516609,2.3863777,0.7448509,2.3764209,-0.294582
58.3596806,-16.3925323,10.6763809,2.4609989,0.7465097,2.3640009,-0.3288217
58.4596116,-16.4523642,10.5965763,2.535583,0.7488662,2.3500599,-0.3639598
58.5595426,-16.5060044,10.5126475,2.6102699,0.7514086,2.334532,-0.4064
58.6594735,-16.5533611,10.4246378,2.6857123,0.7572596,2.3170705,-0.3961191
58.7594045,-16.5939322,10.3332125,2.76252,0.7770827,2.2999232,-0.1717124
58.8593354,-16.6271984,10.2390391,2.8424234,0.8248499,2.2924502,-0.0065675
58.9592664,-16.6525879,10.1425616,2.9266712,0.8564878,2.2921639,-0.0065675
59.0591974,-16.6697946,10.044345,3.0074249,0.7336714,2.2918776,0.6396765
59.1591283,-16.6797276,9.9452772,3.0739245,0.6043586,2.3196012,1.2414926
59.2590593,-16.6835241,9.8460023,3.1338463,0.6367771,2.3724833,0.9087514
59.3589902,-16.6810797,9.7465064,-3.083909,0.6833036,2.4104567,0.522537
59.4589212,-16.6718262,9.6468162,-3.0138086,0.7047059,2.4320232,0.3244568
59.5588522,-16.655458,9.5474841,-2.9426669,0.7067425,2.4453187,0.2665
59.6587831,-16.632348,9.4505176,-2.872704,0.6995944,2.4561854,0.2719135
59.7587141,-16.6025496,9.3554056,-2.8035774,0.6836111,2.4672235,0.3311192
59.858645,-16.5660376,9.2618647,-2.7355233,0.6684965,2.4805987,0.3788023
59.958576,-16.523586,9.1714624,-2.669993,0.6460534,2.4958121,0.4678966
60.058507,-16.4754251,9.0840316,-2.6067191,0.6176577,2.5144766,0.5868985
60.1584379,-16.421662,8.9992994,-2.5460789,0.5905212,2.5376941,0.6890579
60.2583689,-16.3634009,8.9184219,-2.4892277,0.551713,2.5646848,0.8628259
60.3582998,-16.3005399,8.8405923,-2.4357997,0.5122646,2.5980866,1.0337488
60.4582308,-16.2337857,8.766099,-2.3867849,0.4689278,2.6375483,1.2291323
60.5581618,-16.1637107,8.6949039,-2.3422995,0.4200055,2.6837134,1.4659843
60.6580927,-16.0906007,8.6266171,-2.3026912,0.3707176,2.7377568,1.7119867
60.7580237,-16.015108,8.5611493,-2.2687141,0.3097863,2.7995487,2.0622611
60.8579546,-15.9375935,8.4980309,-2.2404965,0.2597349,2.8722187,2.3469685
60.9578856,-15.8584988,8.4369772,-2.2164969,0.220591,2.9527462,2.5658328
61.0578166,-15.7780718,8.3776981,-2.1957456,0.1990094,3.0383421,2.6513004
61.1577475,-15.6964718,8.3200227,-2.1766812,0.1824349,3.1243266,2.7069748
61.2576785,-15.6138512,8.2638552,-2.1593099,0.1653328,3.2097411,2.7837907
61.3576094,-15.530279,8.2090376,-2.143623,0.1489972,3.2952711,2.8684943
61.4575404,-15.4459068,8.1554761,-2.1294842,0.1340227,3.381141,2.9535469
61.5574714,-15.3607969,8.1030325,-2.1168321,0.1190575,3.4673355,3.0536136
61.6574023,-15.2751242,8.0516388,-2.1056734,0.1043754,3.5542533,3.1656642
61.7573333,-15.1888101,8.001077,-2.0959748,0.0895907,3.6421714,3.1623325
61.8572642,-15.1021127,7.9513287,-2.0877467,0.075072,3.7279274,3.1186645
61.9571952,-15.0150689,7.9022461,-2.0809655,0.0606434,3.8106095,3.0765443
62.0571262,-14.9275671,7.8536066,-2.075458,0.0508109,3.8904535,3.0358537
62.1570571,-14.8402065,7.8056249,-2.0707769,0.0442971,3.9676669,2.9964886
62.2569881,-14.7520669,7.7577619,-2.0654912,0.061423,4.042433,2.9371405
62.356919,-14.6639025,7.7105894,-2.0582741,0.0866768,4.1143999,2.8644397
62.45685,-14.5756432,7.6643521,-2.0478443,0.1236341,4.1833933,2.3144307
62.556781,-14.4862206,7.6189116,-2.033336,0.1661673,4.2383187,1.4926249
62.6567119,-14.3966659,7.5752568,-2.0148942,0.1930909,4.2733669,0.951011
62.7566429,-14.3061775,7.5332554,-1.995963,0.185472,4.2955483,1.0546546
62.8565738,-14.2147016,7.492839,-1.9778325,0.177353,4.320014,1.1668186
62.9565048,-14.122665,7.4541084,-1.9605588,0.1679783,4.3469211,1.3023087
63.0564358,-14.0300004,7.4169279,-1.9443826,0.1557104,4.3767574,1.4932667
63.1563667,-13.9366769,7.3811587,-1.9294424,0.1431465,4.4107202,1.6908461
63.2562977,-13.8429038,7.3467464,-1.9158025,0.129884,4.4488637,1.9045444
63.3562286,-13.7486444,7.3135366,-1.9035065,0.1161534,4.4914401,2.1316175
63.4561596,-13.654051,7.2814391,-1.8925662,0.1028628,4.5386191,2.3553747
63.5560906,-13.5591278,7.2503139,-1.8829462,0.0898945,4.5901866,2.3834761
63.6560215,-13.4638529,7.2200185,-1.8745916,0.0773539,4.6417862,2.3312811
63.7559525,-13.3684135,7.1904823,-1.8674535,0.0655767,4.6917069,2.280778
63.8558834,-13.2727946,7.161576,-1.8614673,0.0544414,4.7400373,2.2318777
63.9558144,-13.1769352,7.1331656,-1.8565608,0.0438311,4.7868592,2.1844982
64.0557454,-13.0810015,7.1051903,-1.8526825,0.0338319,4.8322479,2.1385639
64.1556763,-12.985007,7.0775495,-1.8497839,0.0242934,4.8762729,2.0940046
64.2556073,-12.8888692,7.0501202,-1.8478194,0.0150617,4.9189987,2.0507556
