# s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
5.096479,2.3122107,4.6254152,0.2515877,0.3848494,3.0664781,-0.8913621
5.1964099,2.285444,4.7217804,0.290405,0.3924244,3.0372914,-0.8563378
5.2963409,2.2549284,4.8169696,0.3302625,0.4036872,3.0089848,-0.8544411
5.3962718,2.2205241,4.9110635,0.3709008,0.4089825,2.980473,-0.8773572
5.4962028,2.1823454,5.0035365,0.4123345,0.4163317,2.9509099,-0.8834698
5.5961338,2.1403644,5.0943055,0.4541702,0.4222622,2.9208384,-0.9052587
5.6960647,2.0943444,5.1836663,0.4970332,0.4275248,2.8897007,-0.9214957
5.7959957,2.0453218,5.269622,0.5397862,0.4394593,2.8576561,-0.9104669
5.8959266,1.9912483,5.3554838,0.5841573,0.4350559,2.8256381,-1.0249177
5.9958576,1.9342926,5.4376818,0.6277046,0.4309395,2.7891555,-1.1389416
6.0957886,1.875041,5.5158503,0.6692861,0.4180454,2.7480461,-1.1991584
6.1957195,1.8107549,5.5941155,0.7024109,0.2009871,2.7040879,-2.5889627
6.2956505,1.7461497,5.6699078,0.7014767,-0.2825059,2.6066562,-2.2166059
6.3955814,1.6837056,5.7467317,0.6632058,-0.3607467,2.5202463,-2.088978
6.4955124,1.6231402,5.8259775,0.6501032,0.1082083,2.4360078,-1.2485355
6.5954434,1.5615829,5.9045329,0.6869591,0.5732278,2.3842398,-0.007104
6.6953743,1.4956925,5.9796833,0.7563343,0.7918103,2.383942,-0.007104
6.7953053,1.4247801,6.0491602,0.8346411,0.7815776,2.3836442,0.0521615
6.8952362,1.3484524,6.1131547,0.9107002,0.7401848,2.38583,0.2796157
6.9951672,1.2671528,6.1716373,0.9831037,0.7036416,2.3975132,0.448234
7.0950982,1.1815455,6.2244519,1.0525283,0.6781493,2.4161238,0.5339015
7.1950291,1.0934437,6.2708816,1.1186054,0.6520121,2.438106,0.6167741
7.2949601,1.002241,6.311604,1.1826611,0.6273706,2.4632561,0.6857626
7.394891,0.9082593,6.3466619,1.2445021,0.6043573,2.4909212,0.7423954
7.494822,0.8128548,6.3758318,1.3031043,0.5719129,2.5205287,0.8586587
7.594753,0.7158182,6.3995415,1.3585491,0.5337776,2.554345,1.0091168
7.6946839,0.617324,6.4180955,1.4099794,0.4924534,2.5935231,1.1791719
7.7946149,0.5185768,6.4317307,1.4562612,0.4369302,2.6385666,1.4493748
7.8945458,0.4190344,6.4410733,1.4971994,0.3782501,2.6928997,1.7479761
7.9944768,0.3191372,6.4466492,1.5318102,0.3143502,2.7570024,2.1011035
8.0944078,0.2193656,6.4490879,1.5597059,0.2434531,2.8321358,2.5372379
8.1943387,0.1192843,6.4490961,1.5805492,0.1722818,2.9202894,3.0201054
8.2942697,0.019419,6.4473883,1.5939981,0.0974888,3.0218693,3.4776507
8.3942006,-0.080524,6.4447042,1.6000553,0.0231724,3.1347638,-2.9790971
8.4941316,-0.1804673,6.4417878,1.5986412,-0.0513286,3.0383114,-3.4533841
8.5940626,-0.280393,6.4393824,1.5898814,-0.1237883,2.9225222,-2.956746
8.6939935,-0.3803419,6.4382141,1.5738846,-0.1953652,2.8196091,-2.5489938
8.7939245,-0.4803025,6.4389941,1.5509692,-0.2634556,2.7277735,-2.2129076
8.8938554,-0.5802263,6.4424059,1.5212894,-0.3280488,2.6454626,-1.9231631
8.9937864,-0.6798399,6.4490816,1.4854275,-0.3908472,2.5717903,-1.7093155
9.0937174,-0.7793486,6.4596559,1.4435207,-0.4461594,2.5044916,-1.5274386
9.1936483,-0.8780701,6.4746257,1.3961809,-0.4994,2.4427856,-1.4123967
9.2935793,-0.976027,6.4945142,1.3440414,-0.5443719,2.3843065,-1.2845882
9.3935102,-1.0728277,6.5197251,1.2871725,-0.5936057,2.3298449,-1.1151588
9.4934412,-1.1676333,6.5505275,1.2251665,-0.6515183,2.2815125,-0.9740942
9.5933722,-1.2607723,6.5876341,1.1572809,-0.7049372,2.2384403,-0.8544052
9.6933031,-1.3507981,6.6310966,1.0839161,-0.7544951,2.1999663,-0.7734381
9.7932341,-1.4369882,6.6810304,1.0067896,-0.7966281,2.1645487,-0.7711848
9.893165,-1.5196318,6.738113,0.925521,-0.8210525,2.1286476,-0.7817527
9.993096,-1.5969179,6.8014976,0.8418299,-0.8461231,2.0916257,-0.7979843
10.093027,-1.6680798,6.8706743,0.7568423,-0.8713367,2.0531467,-0.8118569
10.1929579,-1.7339874,6.9469146,0.6686684,-0.8822943,2.0132441,-0.9066827
10.2928889,-1.7926254,7.0283683,0.5790448,-0.8965669,1.9677247,-1.0019465
10.3928198,-1.8434684,7.1143612,0.4886531,-0.9061067,1.9161654,-1.1168606
10.4927508,-1.8862543,7.204376,0.3990672,-0.8848353,1.8570061,-1.3385749
10.5926818,-1.9210567,7.2978228,0.3157842,-0.79145,1.7835195,-1.9467988
10.6926127,-1.9482862,7.3932313,0.2402204,-0.8259089,1.6708832,-0.530037
10.7925437,-1.9673705,7.4902542,0.1367369,-1.4793164,1.6388766,-0.0033566
10.8924746,-1.9729003,7.5898324,-0.0278662,-1.6758243,1.6386719,-0.0033566
10.9924056,-1.9618765,7.6891559,-0.1909881,-1.5665879,1.6384672,0.2910218
11.0923366,-1.9355001,7.785462,-0.3415041,-1.4476641,1.6561217,0.5260068
11.1922675,-1.8954652,7.876995,-0.4811322,-1.3380662,1.6875627,0.6858046
11.2921985,-1.8434854,7.9624267,-0.610223,-1.2299875,1.7276961,0.8248375
11.3921294,-1.7813295,8.040861,-0.7282294,-1.1163995,1.7747641,0.9796414
11.4920604,-1.7108155,8.1118544,-0.8338231,-0.9890499,1.8290928,1.1868718
11.5919914,-1.6337628,8.1755127,-0.9239396,-0.8185831,1.8928262,1.5627095
11.6919223,-1.5518462,8.2326409,-0.9966532,-0.6373918,1.9736051,2.0124155
11.7918533,-1.4665728,8.2843819,-1.0509468,-0.4441968,2.0729984,2.5857717
11.8917842,-1.3793424,8.3321378,-1.0868049,-0.3257088,2.1941102,2.925981
11.9917152,-1.2900018,8.3773069,-1.1181566,-0.3132722,2.3235559,2.8019223
12.0916462,-1.1996265,8.4193761,-1.1533103,-0.3858067,2.4410877,2.1935643
12.1915771,-1.1080388,8.4578656,-1.1927548,-0.3998846,2.5292923,1.9338141
12.2915081,-1.0137558,8.4931182,-1.2332868,-0.4016493,2.6045758,1.7668058
12.391439,-0.9188648,8.5243114,-1.273006,-0.3954284,2.6715038,1.6689332
12.49137,-0.8228157,8.5517404,-1.3119439,-0.3794682,2.7332194,1.6558492
12.591301,-0.7250891,8.5756601,-1.34933,-0.3652416,2.793104,1.6408416
12.6912319,-0.6275583,8.5958136,-1.3842732,-0.3380073,2.8512053,1.7420511
12.7911629,-0.5287943,8.6127613,-1.4170483,-0.3133779,2.9116217,1.8327294
12.8910938,-0.4298086,8.6265728,-1.446751,-0.2818712,2.9738584,1.9961233
12.9910248,-0.3303313,8.6376046,-1.4733591,-0.2470693,3.0401946,2.2048384
13.0909558,-0.230829,8.6461568,-1.4961251,-0.2091675,3.1118236,2.4624331
13.1908867,-0.1308738,8.6526502,-1.5150147,-0.1672037,3.1899205,1.8291473
13.2908177,-0.0312217,8.6574531,-1.5295342,-0.1232745,3.2467168,-3.1997741
13.3907486,0.0688866,8.6610472,-1.5394756,-0.074818,3.1466898,-3.7645331
13.4906796,0.1687518,8.6638843,-1.5445558,-0.0294406,3.024776,-4.241147
13.5906106,0.2684583,8.6664232,-1.5454228,0.0125643,2.8812543,-3.7495102
13.6905415,0.3684118,8.6691451,-1.5401708,0.1006231,2.7481343,-3.1232464
13.7904725,0.4681236,8.672865,-1.5251937,0.1999724,2.632114,-2.5545746
13.8904034,0.5679494,8.6785932,-1.5000225,0.3043956,2.5332709,-2.1056
13.9903344,0.6676265,8.6873608,-1.4645193,0.4005408,2.4488022,-1.7041825
14.0902654,0.7664858,8.7000621,-1.4199346,0.4955573,2.3782412,-1.3961618
14.1901963,0.8652032,8.7177244,-1.3661831,0.5784944,2.3188341,-1.0955486
14.2901273,0.9624115,8.7410016,-1.3039547,0.661279,2.2711304,-0.7894405
14.3900582,1.0575318,8.7705372,-1.2341378,0.7433242,2.2361248,-0.5245392
14.4899892,1.1509277,8.8073155,-1.1560378,0.8133278,2.2125593,-0.2610087
14.5899202,1.2406067,8.8513794,-1.0710669,0.8764864,2.2007392,-0.0060526
14.6898511,1.3255931,8.9027935,-0.981504,0.9293597,2.2004643,-0.0060526
14.7897821,1.4065092,8.9624477,-0.8902136,0.8885294,2.2001895,0.1927257
14.889713,1.4815649,9.0288731,-0.803322,0.8369914,2.2089256,0.4099248
14.989644,1.5505291,9.1010553,-0.7229351,0.7740719,2.2273932,0.6534105
15.089575,1.613502,9.1780627,-0.6491059,0.7062565,2.2565178,0.8974671
15.1895059,1.6709741,9.2592706,-0.58497,0.5707855,2.2959185,1.4846625
15.2894369,1.7237642,9.3441047,-0.5289752,0.530136,2.3596545,1.5412591
15.3893678,1.7717815,9.4316722,-0.4732489,0.5803789,2.4240479,1.0823439
15.4892988,1.8147084,9.5218005,-0.4162167,0.5535873,2.4682641,1.1197496
15.5892298,1.8525211,9.6141122,-0.3614342,0.5434568,2.5131898,1.0595645
15.6891607,1.8852275,9.7082719,-0.3070056,0.5506143,2.5549735,0.8974907
15.7890917,1.9127237,9.8040975,-0.2516535,0.5613363,2.5898386,0.7265854
15.8890226,1.9348523,9.9014582,-0.1951942,0.5692704,2.6177243,0.5905202
15.9889536,1.9514508,10.0001785,-0.1378719,0.5745292,2.640171,0.4865292
16.0888846,1.9623692,10.0999813,-0.079984,0.5785589,2.6585225,0.4020607
16.1888155,1.9674648,10.1994341,-0.022388,0.5791654,2.6735928,0.3511335
16.2887465,1.9668126,10.2992146,0.0354351,0.5786338,2.6866851,0.3142382
16.3886774,1.9603619,10.3991729,0.0934692,0.5786528,2.6983478,0.2776806
16.4886084,1.948142,10.4985155,0.1513059,0.578065,2.7086119,0.2498102
16.5885394,1.9302861,10.5965988,0.2087705,0.5744166,2.7178128,0.2478349
16.6884703,1.9067448,10.6938492,0.2661932,0.5715414,2.7269101,0.2407011
16.7884013,1.8776781,10.7896053,0.3231681,0.568048,2.7357167,0.2392905
16.8883322,1.8433312,10.8832907,0.3795016,0.5607119,2.7444437,0.2673192
16.9882632,1.803691,10.97513,0.4353378,0.5539862,2.7541601,0.2883122
17.0881942,1.7590539,11.0645779,0.4902627,0.5456468,2.7646013,0.3200565
17.1881251,1.7096429,11.151407,0.5442477,0.5341561,2.7761462,0.3736317
17.2880561,1.6556169,11.2355483,0.5971703,0.5232169,2.7895631,0.418776
17.387987,1.597305,11.3167002,0.6487425,0.5096479,2.8045249,0.4816041
17.487918,1.5348967,11.3948278,0.6990067,0.4943489,2.8216332,0.5542327
17.587849,1.4687684,11.4697015,0.7476674,0.4795024,2.8411941,0.6191816
17.6877799,1.3990548,11.5414056,0.7946737,0.461142,2.8628893,0.7101726
17.7877109,1.3260916,11.6098342,0.8399231,0.4422651,2.8875719,0.8019395
17.8876418,1.2503996,11.6747802,0.8830873,0.4232927,2.9151927,0.8920882
17.9875728,1.1716918,11.7367439,0.9242446,0.3988161,2.9456142,1.0287691
18.0875038,1.0907072,11.7954181,0.9629912,0.3757494,2.9803112,1.1513957
18.1874347,1.0078957,11.8508046,0.9991983,0.3522051,3.0186711,1.2791851
18.2873657,0.922777,11.9034752,1.0339809,0.3420239,3.0607246,1.2841978
18.3872966,0.8360338,11.9531317,1.0676055,0.3315123,3.1023697,1.2972632
18.4872276,0.7478512,11.9998083,1.1001453,0.3199414,3.1438784,1.3253533
18.5871586,0.6581238,12.0436982,1.1313228,0.3037648,3.1857273,1.4044476
18.6870895,0.5670116,12.0848839,1.1609459,0.2890017,3.2294821,1.4728039
18.7870205,0.4748595,12.1233759,1.1890803,0.2757096,3.2747384,1.5299102
18.8869514,0.3816999,12.1593098,1.2160389,0.2643907,3.3210966,1.5700669
18.9868824,0.2875389,12.1927948,1.2420877,0.2565978,3.3680082,1.575109
19.0868134,0.1925943,12.2238387,1.2673934,0.2508113,3.4144229,1.5613981
19.1867443,0.096895,12.252497,1.2921967,0.2464799,3.459819,1.5345873
19.2866753,0.0004453,12.2788087,1.3167032,0.2435718,3.5038626,1.4943103
19.3866062,-0.0964916,12.3027304,1.3409949,0.2428638,3.5462246,1.4300963
19.4865372,-0.1940141,12.3243014,1.3652274,0.2428052,3.5862976,1.3610761
19.5864682,-0.2921223,12.3435184,1.3895196,0.2433599,3.6240251,1.2874024
19.6863991,-0.3906506,12.3603392,1.4139142,0.2446588,3.6593525,1.207069
19.7863301,-0.4894311,12.3747276,1.4384224,0.246454,3.6921684,1.1232727
19.886261,-0.588652,12.3866945,1.4631442,0.2483757,3.7224464,1.0410349
19.986192,-0.6882783,12.3962065,1.488108,0.250465,3.7502894,0.9597115
20.086123,-0.78781,12.4032007,1.51321,0.2526814,3.7757754,0.8798323
20.1860539,-0.8876145,12.4076876,1.5385638,0.2548488,3.79899,0.803899
20.2859849,-0.9876485,12.4096332,1.5641737,0.2570452,3.8200777,0.7306993
20.3859158,-1.0874996,12.4090096,1.5899427,0.2591207,3.8391448,0.6623872
20.4858468,-1.1873351,12.4058015,1.6159282,0.2610882,3.8563479,0.5986595
20.5857778,-1.2871994,12.3999803,1.6421483,0.2630751,3.8718301,0.537485
20.6857087,-1.3867281,12.3915482,1.6685119,0.2648571,3.8856777,0.4821839
20.7856397,-1.4860033,12.3804857,1.6950564,0.2664984,3.8980586,0.4316005
20.8855706,-1.5850807,12.3667642,1.7218004,0.2681901,3.9091075,0.3826531
20.9855016,-1.6836202,12.3504147,1.7486565,0.2696132,3.9188773,0.3401912
21.0854326,-1.7817037,12.3314135,1.7756654,0.2709146,3.9275426,0.3016997
21.1853635,-1.8793417,12.3097397,1.8028318,0.2722995,3.9352114,0.263843
21.2852945,-1.976221,12.2854508,1.8300755,0.2733225,3.9419058,0.2335218
21.3852254,-2.07245,12.2585121,1.8574462,0.2742962,3.9478213,0.2055313
21.4851564,-2.1679735,12.2289233,1.8849277,0.2753767,3.9530205,0.1773283
21.5850874,-2.2625284,12.1967586,1.9124564,0.2759683,3.9575008,0.1582589
21.6850183,-2.3562243,12.1619753,1.9400809,0.2766266,3.9614949,0.1391589
21.7849493,-2.4489381,12.1246084,1.9677626,0.2773132,3.9650038,0.1206369
21.8848802,-2.5405338,12.0847083,1.99548,0.2775474,3.968043,0.1102337
21.9848112,-2.6310216,12.0422671,2.0232469,0.277901,3.9708182,0.0985157
22.0847422,-2.7202836,11.9973355,2.0510259,0.2781423,3.9732967,0.0892092
22.1846731,-2.8082685,11.9499376,2.078825,0.278077,3.9755397,0.0852606
22.2846041,-2.8948959,11.9001162,2.1066232,0.2781389,3.9776823,0.0795203
22.384535,-2.9801063,11.8479062,2.1344046,0.2779479,3.9796796,0.0781062
22.484466,-3.0638501,11.7933388,2.1621776,0.2776087,3.9816404,0.0791254
22.584397,-3.1460055,11.7364984,2.1899023,0.2773973,3.9836258,0.0780699
22.6843279,-3.2266029,11.6773677,2.217598,0.2768162,3.9855837,0.0829533
22.7842589,-3.3055247,11.6160363,2.2452463,0.2762347,3.987663,0.0875898
22.8841898,-3.3826523,11.5526089,2.2728045,0.2757735,3.9898574,0.0900732
22.9841208,-3.4581192,11.4869805,2.3003359,0.2748732,3.9921128,0.0994342
23.0840518,-3.5316998,11.4193528,2.3277755,0.274087,3.9946011,0.106493
23.1839827,-3.6033335,11.3498019,2.3551008,0.2733566,3.9972643,0.1123031
23.2839137,-3.673177,11.2781813,2.3823917,0.2722831,4.0000708,0.1233155
23.3838446,-3.7409663,11.2047709,2.4095588,0.2713394,4.0031504,0.1316974
23.4837756,-3.8066864,11.1296131,2.4365993,0.2704125,4.0064366,0.1394005
23.5837066,-3.8704872,11.0525436,2.4635969,0.2692634,4.0099121,0.1503086
23.6836375,-3.9321056,10.9738922,2.4904539,0.2682395,4.0136562,0.1586756
23.7835685,-3.9915367,10.8936971,2.5171767,0.26725,4.0176049,0.1661017
23.8834994,-4.0489496,10.8117375,2.5438651,0.2661574,4.0217343,0.1748601
23.9834304,-4.1040807,10.7283999,2.5704149,0.2652255,4.0260768,0.1806204
24.0833614,-4.1569049,10.643761,2.5968354,0.2644017,4.0305575,0.1843831
24.1832923,-4.2076342,10.5574917,2.6231499,0.2614334,4.0351264,0.222925
24.2832233,-4.2560318,10.4700371,2.6490028,0.2539516,4.0406434,0.3333744
24.3831542,-4.3021311,10.3815095,2.6738059,0.2426844,4.0488798,0.5010791
24.4830852,-4.3461413,10.2917562,2.6973453,0.2279459,4.0612282,0.7197412
24.5830162,-4.3880742,10.2010507,2.7196894,0.2216215,4.0788998,0.791992
24.6829471,-4.4279642,10.1094981,2.7416316,0.218621,4.0982572,0.8071106
24.7828781,-4.4658572,10.0170633,2.7634458,0.218001,4.1178906,-0.5874397
24.882809,-4.5017395,9.9237893,2.7852581,0.218497,4.1036101,-0.8408035
24.98274,-4.5355666,9.829783,2.8071217,0.2195769,4.0830836,-0.8597169
25.082671,-4.5673287,9.7350411,2.8291421,0.2212794,4.061988,-0.8658398
25.1826019,-4.5969867,9.6396217,2.8513848,0.22384,4.0406309,-0.8529771
25.2825329,-4.6244966,9.5435842,2.8738953,0.2269849,4.0194802,-0.8350064
25.3824638,-4.6498291,9.4469194,2.8967431,0.2304649,3.9986666,-0.8113137
25.4823948,-4.6729377,9.3496569,2.9199775,0.2343102,3.9783394,-0.7793242
25.5823258,-4.6937419,9.2519737,2.9435974,0.2386678,3.9587153,-0.7443417
25.6822567,-4.7122192,9.1537811,2.9676655,0.2431968,3.9398809,-0.7056611
25.7821877,-4.7283133,9.055115,2.9922136,0.24793,3.9219417,-0.6622316
25.8821186,-4.7419496,8.9561376,3.0172345,0.252919,3.9050316,-0.6154922
25.9820496,-4.7530791,8.8568616,3.0427556,0.2580556,3.8892491,-0.5651378
26.0819806,-4.7616498,8.7572761,3.0688133,0.2633416,3.8747011,-0.5105083
26.1819115,-4.7675965,8.657495,3.0954083,0.2687986,3.8615123,-0.4524858
26.2818425,-4.770859,8.5576639,3.1225333,0.2743461,3.8497848,-0.3897207
26.3817734,-4.7713841,8.4577268,-3.1329478,0.2800462,3.8396553,-0.3209897
26.4817044,-4.7691106,8.3577729,-3.1046556,0.285947,3.8312921,-0.2484214
26.5816354,-4.7639872,8.2580197,-3.0758006,0.2918738,3.824807,-0.1690573
26.6815663,-4.7559538,8.1584141,-3.0463259,0.2979842,3.8203875,-0.0846549
26.7814973,-4.744954,8.0590618,-3.0162237,0.3041181,3.8181725,-0.0182185
26.8814282,-4.7309487,7.9601343,-2.9856102,0.3087521,3.8176957,-0.0182185
26.9813592,-4.7138998,7.8616739,-2.9546734,0.3088061,3.8172188,-0.0178771
27.0812902,-4.6938171,7.7637684,-2.9239145,0.3063942,3.8167507,0.0183667
27.1812211,-4.6707516,7.6665395,-2.8934855,0.3027017,3.8172316,0.0710418
27.2811521,-4.6447556,7.5700517,-2.8634128,0.2991456,3.8190909,0.1185928
27.381083,-4.6158848,7.4743779,-2.8336809,0.2958339,3.8221928,0.1598537
27.481014,-4.5842006,7.3796059,-2.8042805,0.2926626,3.8263699,0.196794
27.580945,-4.5497559,7.2857935,-2.7751871,0.2895706,3.831506,0.2306255
27.6808759,-4.5126126,7.1930218,-2.7463909,0.2867033,3.8375163,0.2594473
27.7808069,-4.4728322,7.1013642,-2.7178815,0.2840076,3.8442665,0.2843536
27.8807378,-4.4304545,7.0108462,-2.6896283,0.2813789,3.8516511,0.3071395
27.9806688,-4.385555,6.9215694,-2.6616282,0.2789748,3.8596116,0.3256026
28.0805998,-4.3381976,6.8336033,-2.6338697,0.2767689,3.8680328,0.3403712
28.1805307,-4.2884003,6.7469362,-2.6063111,0.2746857,3.8768163,0.3527683
28.2804617,-4.2362526,6.6616853,-2.5789524,0.272845,3.8858988,0.3611077
28.3803926,-4.1818171,6.577914,-2.5517763,0.271227,3.8951741,0.365875
28.4803236,-4.1251097,6.4956172,-2.524739,0.269848,3.9045494,0.3669734
28.5802546,-4.0662045,6.4148808,-2.4978397,0.2683765,3.9139302,-0.0230327
28.6801855,-4.0051746,6.3357778,-2.4711052,0.2664318,3.9133421,-0.4347808
28.7801165,-3.942053,6.2583157,-2.4446505,0.2630636,3.9022238,-0.5089611
28.8800474,-3.8769035,6.1825239,-2.4185272,0.2596622,3.8891681,-0.5871056
28.9799784,-3.8098284,6.108469,-2.3927486,0.2564859,3.8740532,-0.6652608
29.0799094,-3.7408813,6.0361611,-2.3672626,0.2536588,3.8568547,-0.7417183
29.1798403,-3.6701031,5.965605,-2.3420166,0.2515758,3.8375887,-0.8100564
29.2797713,-3.5975891,5.8968653,-2.3169729,0.2499603,3.8164365,-0.874328
29.3797022,-3.5233768,5.8299541,-2.2920579,0.2487817,3.7934737,-0.9353803
29.4796332,-3.4475263,5.7649121,-2.2672043,0.248619,3.7687525,-0.984408
29.5795642,-3.3700939,5.7017832,-2.2423512,0.2492286,3.7425593,-1.0248553
29.6794951,-3.2910912,5.6405844,-2.2173974,0.2504486,3.7150936,-1.0594489
29.7794261,-3.2105861,5.5813865,-2.1922507,0.2527428,3.6864857,-1.0818273
29.879357,-3.1286559,5.5242723,-2.1668432,0.2563265,3.6570426,-1.0869369
29.979288,-3.045241,5.4692419,-2.1410354,0.2606659,3.6272198,-1.0733257
30.079219,-2.9603791,5.4163781,-2.1146989,0.2660174,3.5975278,-1.0360574
30.1791499,-2.8742814,5.365873,-2.0877895,0.2732488,3.5686325,-0.9895927
30.2790809,-2.7867463,5.3176853,-2.0601183,0.2812458,3.5408129,-0.930211
30.3790118,-2.6977689,5.2719159,-2.0315177,0.290268,3.5144619,-0.8408384
30.4789428,-2.6077847,5.2288858,-2.0019897,0.3015902,3.4904714,-0.7433502
30.5788738,-2.5163748,5.188508,-1.9713069,0.3133983,3.4691243,-0.6085027
30.6788047,-2.4235798,5.1509503,-1.9392132,0.3279041,3.4515514,-0.5958427
30.7787357,-2.3300517,5.1165727,-1.9070621,0.315834,3.4342569,-0.7575106
30.8786666,-2.2353237,5.0850924,-1.8768136,0.2786407,3.4121435,-1.2252266
30.9785976,-2.1394064,5.0561454,-1.8520058,0.2170488,3.3760698,-1.9931264
31.0785286,-2.043473,5.0294108,-1.8346523,0.129598,3.316549,-3.0625896
31.1784595,-1.9465937,5.0037654,-1.8259208,0.0433789,3.2229493,-4.0622415
31.2783905,-1.8498887,4.9786133,-1.8260505,-0.045124,3.0944328,-3.3786271
31.3783214,-1.7532524,4.9530184,-1.8347324,-0.1272433,2.9833296,-2.7853019
31.4782524,-1.6568276,4.9261624,-1.8514522,-0.2067611,2.8885255,-2.3569863
31.5781834,-1.5611363,4.8973893,-1.8754247,-0.2734649,2.805799,-2.001506
31.6781143,-1.4661677,4.8659765,-1.9061146,-0.3356093,2.7335843,-1.7427298
31.7780453,-1.3723855,4.8314307,-1.9422325,-0.3882799,2.6691156,-1.5926132
31.8779762,-1.279795,4.793187,-1.9833844,-0.4284378,2.6088072,-1.4600758
31.9779072,-1.1894181,4.751237,-2.0280376,-0.4679211,2.552266,-1.4591463
32.0778382,-1.1003823,4.704768,-2.0759445,-0.4883403,2.4944807,-1.465028
32.1777691,-1.0140162,4.6541581,-2.1260655,-0.5060057,2.4350833,-1.4973801
