latitude,longitude
39.96310548416667,116.3036532645
39.96318260533333,116.303712917
39.96312276816667,116.30367411216666
39.96312999683333,116.30368033316667
39.9631194245,116.30364901033333
39.963127279666665,116.30366750266667
39.9631275865,116.30367533916667
39.96311961316667,116.3036708575
39.963112195,116.30366905666666
39.963106834166666,116.30366912683333
39.963107640666664,116.3036689455
39.9631055685,116.30366948083334
39.96310359783333,116.303666424
39.9631035545,116.30366306616666
39.963102655,116.30366181566667
39.96310209133333,116.30366367566667
39.963091819666666,116.30367500666667
39.96308784066667,116.3036767945
39.96308065816667,116.30368282416667
39.963077424333335,116.303675617
39.963072608,116.30368840983333
39.963067307,116.303689383
39.963061409333335,116.30368395266666
39.96306106066667,116.30368197283333
39.9630622635,116.30368563766666
39.963062158666666,116.30368582433333
39.963060652833335,116.30368035733333
39.9630576225,116.30367282533334
39.96305730783333,116.30366993583333
39.963058115833334,116.30366904283333
39.9630575855,116.3036671965
39.96305753666667,116.30366648783334
39.96305753483333,116.30366741666667
39.96305821166666,116.30366739533333
39.963058995,116.3036663325
39.96305952616667,116.30366474716666
39.9630603505,116.30366325716666
39.963061037833334,116.30366183583334
39.96306127183333,116.30366029683333
39.96306056833333,116.3036597525
39.96305978783333,116.30365905216667
39.96305907166666,116.30365891483333
39.9630582175,116.30365878116666
39.963057726833334,116.3036584285
39.963057751166666,116.3036579125
39.96305773983333,116.30365773066667
39.9630576585,116.30365753333334
39.96305725133333,116.30365737566666
39.963056952833334,116.30365712183334
39.96305695266667,116.3036566625
39.96305729016667,116.30365591766666
39.963057351,116.30365564716666
39.96305735333333,116.3036556815
39.963057355,116.30365579583334
39.963057374,116.30365578333334
39.96305778866667,116.30365571583333
39.9630583635,116.30365567933333
39.963059287166665,116.30365556683333
39.96305992,116.30365566066666
39.96306051883333,116.303656118
39.96306101216667,116.303656538
39.96306119883333,116.303657072
39.96306110183333,116.30365783983333
39.963061239666665,116.30365860766666
39.9630618215,116.30365932783333
39.96306262383333,116.303659819
39.96306316133333,116.30366022316667
39.963063530666666,116.30366071066666
39.96306371866667,116.303661019
39.96306374416667,116.303661075
39.963063786,116.30366079
39.963063694,116.30366034483333
39.9630637305,116.30365976366667
39.963063634166666,116.30365908
39.9630634165,116.30365836683333
39.9630630975,116.303657685
39.963062603833336,116.30365721566666
39.96306202783333,116.30365696083334
39.963061672833334,116.3036567195
39.96306139266667,116.30365635
39.9630612875,116.30365594066667
39.96306118733333,116.30365548166667
39.96306096566666,116.30365509616666
39.96306062083333,116.30365467916667
39.96306038616667,116.30365414883333
39.96306006033333,116.30365369466666
39.9630596845,116.30365336366667
39.963059357166664,116.30365313
39.963059142666665,116.3036527145
39.963058962,116.3036525745
39.963058773166665,116.30365250233334
39.963058716166664,116.30365240516667
39.963058712166664,116.3036521785
39.96305879116667,116.30365180216667
39.96305886366667,116.30365141366667
39.96305893583333,116.30365098683333
39.9630589775,116.303650692
39.963058954833336,116.30365047816667
39.963058887,116.303650359
39.96305882083333,116.30365039316666
39.963058735833336,116.303650482
39.963058657,116.3036505435
39.96305856833333,116.30365055166666
39.96305848783334,116.30365051866667
39.963058408,116.30365046183333
39.96305832416667,116.30365039183333
39.963058244,116.30365030766667
39.9630581465,116.30365020266666
39.963058043333334,116.30365011366666
39.96305794283333,116.3036499995
39.9630578255,116.30364988183334
39.96305771266667,116.30364979583334
39.963057623666664,116.30364973383334
39.963057533,116.30364973183333
39.963057481166665,116.30364973833333
39.9630574795,116.30364972266666
39.96305752083333,116.303649709
39.963057563166664,116.30364965983334
39.963057600666666,116.30364958866667
39.96305761083333,116.30364950616666
39.963057617333334,116.3036494135
39.9630574435,116.30364938466667
39.9630573045,116.30364936316667
39.963057159,116.30364928216666
39.9630570435,116.30364922866667
39.96305694666667,116.30364919733333
39.96305685716667,116.303649159
39.96305692083333,116.30364897483334
39.9630568925,116.3036486925
39.96305686616667,116.3036484285
39.96305686416667,116.303648163
39.9630568685,116.303647911
39.96305694866667,116.303647801
39.9630570695,116.303647763
39.9630571355,116.303647667
39.96305717716667,116.30364755516666
39.963057182,116.30364747383334
39.96305714566667,116.303647372
39.9630572235,116.30364744916666
39.963056996333336,116.3036471855
39.963056814,116.30364696583334
39.963056912166664,116.303647091
39.96305687,116.303646974
39.963056841,116.30364687366666
39.963056808,116.30364677683333
39.96305683133333,116.30364672916667
39.96305707916667,116.30364711216667
39.96305714333333,116.30364726066666
39.96305722216667,116.30364741366667
39.96305727266667,116.3036474275
39.9630573345,116.303647476
39.96305726833333,116.30364732683333
39.9630571505,116.30364710166667
39.96305705666666,116.30364691033333
39.96305698216667,116.30364674466666
39.96305694583333,116.30364663333333
39.963056912,116.303646541
39.9630568815,116.303646467
39.96305684666667,116.30364637583334
39.96305680216667,116.30364627116667
39.9630567265,116.3036461715
39.96305660516666,116.30364599516666
39.96305650716667,116.30364580816666
39.963056407833335,116.30364562066667
39.963056307833334,116.30364543583333
39.9630562145,116.30364527366666
39.9630561095,116.3036450905
39.963055975,116.30364486866667
39.963055838833334,116.30364464283333
39.963055688333334,116.3036443745
39.9630555285,116.30364408283333
39.96305536566667,116.30364379483333
39.96305520316667,116.303643511
39.963055041666664,116.3036432805
39.963054862999996,116.303643057
39.96305467716667,116.30364282933333
39.963054490833336,116.30364260483333
39.963054312,116.303642389
39.96305415366667,116.30364220316666
39.96305400683333,116.303642027
39.963053878,116.3036418585
39.96305377,116.30364169866667
39.96305367633333,116.30364156
39.963053587,116.30364143966666
39.963053503833336,116.30364132283333
39.9630534265,116.30364120966667
39.9630533525,116.30364110483333
39.9630532825,116.30364101
39.963053217833334,116.303640923
39.96305315666667,116.3036408385
39.96305310133334,116.3036407555
39.963053050333336,116.30364068016667
39.963053002833334,116.303640605
39.963052953,116.303640551
39.963052903333335,116.30364049083333
39.96305289683333,116.30364035716667
39.963052979333334,116.30364005683333
39.96305310533333,116.303639717
39.963053272,116.30363947083333
39.9630534455,116.30363935766667
39.96305352233333,116.30363936616666
39.963053391,116.30363940016667
39.96305304716667,116.30363935316667
39.963052625833335,116.30363925616666
39.9630523035,116.303639215
39.96305207133334,116.30363929733333
39.9630518115,116.30363938633333
39.96305154216667,116.3036394715
39.963051323,116.30363949616667
39.963051226,116.30363957533334
39.96305115566667,116.30363956983334
39.963051135,116.30363947266666
39.96305116866667,116.30363934016667
39.9630512165,116.30363918283334
39.96305125683333,116.30363899433334
39.96305131783333,116.3036388835
39.963051369166664,116.30363885933333
39.963051461333336,116.30363891533334
39.96305158916667,116.303638965
39.96305170983333,116.30363895883333
39.96305168733333,116.30363872183334
39.9630516435,116.3036385
39.96305159966667,116.3036383355
39.963051553166665,116.30363820733334
39.96305152233333,116.3036381055
39.963051489,116.30363800466667
39.9630514555,116.30363790816666
39.963051414666666,116.30363780533334
39.96305136833333,116.303637698
39.96305132416666,116.3036375905
39.96305128016667,116.3036374655
39.963051246166664,116.30363733583333
39.9630512075,116.3036371885
39.9630511665,116.30363705533334
39.963051119333336,116.30363692783334
39.96305107483333,116.30363681066666
39.963051039,116.30363670083334
39.96305100633333,116.3036366015
39.9630509725,116.3036365035
39.96305094616667,116.30363641583334
39.96305092083333,116.303636337
39.96305089616666,116.30363625716667
39.96305088816667,116.30363620633334
39.963050877,116.30363616666666
39.96305086466667,116.30363613683333
39.963050857666666,116.30363611366667
39.963050855166664,116.30363609416666
39.9630508555,116.30363607366667
39.963050854,116.303636066
39.963050855166664,116.30363605666666
39.9630508595,116.30363604866666
39.9630508635,116.3036360445
39.9630508645,116.30363601383333
39.963050866,116.303635991
39.96305087733333,116.30363601366666
39.96305089,116.30363603833334
39.96304767383333,116.303647379
39.963046568833335,116.30365147483333
39.96304698616667,116.30365377583334
39.963051335833335,116.30365931283333
39.96305136183334,116.30365934583334
39.96305133733333,116.30365933166667
39.963051350166666,116.30365933083333
39.96305137183333,116.30365934666666
39.96305135683333,116.30365935483333
39.963051380833335,116.30365933366667
39.9630513515,116.303659329
39.963051378833335,116.3036593595
39.963051408,116.30365939533333
39.963051402,116.30365936483334
39.963051465666666,116.30365940716666
39.963051389,116.303659419
39.96305140133333,116.30365943883334
39.963051412,116.30365945533333
39.96305138733333,116.30365944383334
39.963051355,116.30365939016667
39.9630513605,116.30365940733333
39.96305135833333,116.30365944133334
39.96305138983333,116.30365948016667
39.9630514175,116.30365948583334
39.9630514,116.3036594895
39.963051410333335,116.30365949383334
39.963051381,116.3036594675
39.96305141,116.30365950683333
