x_m,y_m
0.001870553904241951,0.5113998532328441
0.0019536377220078505,0.5119495849157258
0.0019536377220078505,0.5119495849157258
0.0019536377220078505,0.5119495849157258
0.002374984991069251,0.511885904504338
0.002374984991069251,0.511885904504338
0.0022919011733033507,0.5113361728214563
0.0022088173555374502,0.5107864411385744
0.001704386268710151,0.5103003898670805
0.0016213024509442505,0.5097506581841986
0.001704386268710151,0.5103003898670805
0.001704386268710151,0.5103003898670805
0.001704386268710151,0.5103003898670805
0.0017874700864760505,0.5108501215499622
0.0017874700864760505,0.5108501215499622
0.0014492072339505509,0.5114635335537367
0.0014492072339505509,0.5114635335537367
0.0014492072339505509,0.5114635335537367
0.0010278605636591508,0.5115272138746293
0.0010278605636591508,0.5115272138746293
0.0015322910517164504,0.5120132652366185
0.0015322910517164504,0.5120132652366185
0.0019536377220078505,0.5119495849157258
0.0019536377220078505,0.5119495849157258
0.002374984991069251,0.511885904504338
0.0019536377220078505,0.5119495849157258
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.0017874700864760505,0.5108501215499622
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.0014492072339505509,0.5114635335537367
0.0014492072339505509,0.5114635335537367
0.0014492072339505509,0.5114635335537367
0.0015322910517164504,0.5120132652366185
0.0015322910517164504,0.5120132652366185
0.0019536377220078505,0.5119495849157258
0.0019536377220078505,0.5119495849157258
0.0019536377220078505,0.5119495849157258
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.0022919011733033507,0.5113361728214563
0.0022919011733033507,0.5113361728214563
0.0022919011733033507,0.5113361728214563
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.001870553904241951,0.5113998532328441
0.0022919011733033507,0.5113361728214563
0.018552336276764052,0.5105655141377629
0.0189736829470554,0.5105018338168703
0.0198163768864082,0.5103744730845898
0.020659070825761,0.5102471123523094
0.0210804174960524,0.5101834320314167
0.020659070825761,0.5102471123523094
0.0202377241554696,0.5103107926732019
0.0198163768864082,0.5103744730845898
0.0193950302161168,0.5104381534054824
0.0193950302161168,0.5104381534054824
0.0198163768864082,0.5103744730845898
0.0202377241554696,0.5103107926732019
0.0210804174960524,0.5101834320314167
0.021501764765113802,0.5101197516200288
0.0219231114354052,0.5100560712991362
0.0219231114354052,0.5100560712991362
0.0210804174960524,0.5101834320314167
0.0210804174960524,0.5101834320314167
0.020659070825761,0.5102471123523094
0.0202377241554696,0.5103107926732019
0.0198163768864082,0.5103744730845898
0.0193950302161168,0.5104381534054824
0.0189736829470554,0.5105018338168703
0.018552336276764052,0.5105655141377629
0.018552336276764052,0.5105655141377629
0.0189736829470554,0.5105018338168703
0.0193950302161168,0.5104381534054824
0.0198163768864082,0.5103744730845898
0.0202377241554696,0.5103107926732019
0.020659070825761,0.5102471123523094
0.0210804174960524,0.5101834320314167
0.0210804174960524,0.5101834320314167
0.021501764765113802,0.5101197516200288
