x_m,y_m,phi_rad,Ux_mps,Uy_mps,r_radps
-2.1394064,5.0561454,-0.27200579999999985,3.3760698,0,0.7327718988062399
-2.043473,5.0294108,-0.25465229999999983,3.316549,0,0.429818117302
-1.9465937,5.0037654,-0.24592079999999994,3.2229493,0,0.13980799538976998
-1.8498887,4.9786133,-0.24605049999999995,3.0944328,0,-0.13963318566719998
-1.7532524,4.9530184,-0.25473239999999997,2.9833296,0,-0.37960870329168
-1.6568276,4.9261624,-0.2714521999999999,2.8885255,0,-0.59723470975805
-1.5611363,4.8973893,-0.2954246999999999,2.805799,0,-0.7672875429551
-1.4661677,4.8659765,-0.3261145999999999,2.7335843,0,-0.91741631341399
-1.3723855,4.8314307,-0.36223249999999996,2.6691156,0,-1.03636393825644
-1.279795,4.793187,-0.4033844,2.6088072,0,-1.11771161739216
-1.1894181,4.751237,-0.44803760000000015,2.552266,0,-1.1942591142126
-1.1003823,4.704768,-0.4959444999999998,2.4944807,0,-1.21815545338221
-1.0140162,4.6541581,-0.5460655000000001,2.4350833,0,-1.23216602977481
-0.9309858,4.5996969,-0.5967690999999999,2.3728382,0,-1.22825271203364
-0.8496204,4.5401195,-0.6487696999999999,2.3057203,0,-1.1830600133453402
-0.7721391,4.4770097,-0.6995618000000001,2.2287224,0,-1.09805386107144
-0.6983832,4.4107013,-0.7457077000000001,2.1362411,0,-0.9770094398367799
-0.627403,4.3405383,-0.7968897999999998,2.031924,0,-1.1465017382256
-0.5604559,4.2662908,-0.8620847999999999,1.9491486,0,-1.4652221720161198
-0.4993409,4.1873182,-0.9473097999999998,1.8934787,0,-1.8136723597524
-0.4460505,4.1028592,-1.0534141999999997,1.8684082,0,-2.15824147204942
-0.4028581,4.0128431,-1.1775943999999998,1.8681748,0,-2.40876816824104
-0.3714927,3.9181069,-1.3061807,1.8679415,0,-2.40097186940965
-0.3524618,3.8201931,-1.4325084000000001,1.8685172,0,-2.33999323156236
-0.3457816,3.7203982,-1.5566798,1.8751008,0,-2.31362424875328
-0.3514587,3.6205878,4.6029678999999994,1.8834666,0,-2.33387710760406
-0.3693711,3.5223274,4.480225900000001,1.8887536,0,-2.2769236292344
-0.3986824,3.4269267,4.3723027000000005,1.8990423,0,-1.70596306117863
-0.4363427,3.3347491,4.3013321,1.9640131,0,-1.0118536570807
-0.4791341,3.2450353,4.2494486,2.0877208,0,-1.2255213376912002
-0.5270041,3.1579979,4.1863307,2.1784196,0,-1.4875120396639998
-0.5807802,3.0741287,4.1159058,2.2351884,0,-1.6174091485008002
-0.6408438,2.9938558,4.0423282,2.2741271,0,-1.67189162431445
-0.7070986,2.9177641,3.9679328000000003,2.3043105,0,-1.7051266318923
